position,rotation,velocity,angular_velocity
[15.54125 0.1000907 17.72011],[0.9965473 0.07005405 0.01307908 0.04260226],[-1.549008 0.0 1.59789],[-0.0009280703 0.001488849 -0.01098529]
[15.51019 0.1000907 17.75236],[0.9965554 0.07004737 0.01309179 0.04241901],[-1.552785 0.0 1.612499],[-0.001016212 0.002510419 -0.01819822]
[15.47906 0.1000907 17.7849],[0.9965672 0.07004099 0.01311109 0.04214278],[-1.556461 0.0 1.626988],[-0.001161253 0.003815731 -0.02743452]
[15.44786 0.1000907 17.81773],[0.9965838 0.07003459 0.01313839 0.04175353],[-1.56 0.0 1.641357],[-0.001378314 0.005398646 -0.03866059]
[15.4166 0.1000907 17.85084],[0.9966055 0.07002788 0.01317501 0.04123242],[-1.563359 0.0 1.655608],[-0.001658643 0.007243052 -0.05175849]
[15.38527 0.1000907 17.88424],[0.9966328 0.07002062 0.01322216 0.04056238],[-1.566489 0.0 1.669741],[-0.001992674 0.00932434 -0.06654967]
[15.35388 0.1000907 17.91791],[0.9966662 0.07001251 0.01328084 0.03972871],[-1.569332 0.0 1.683756],[-0.002382256 0.01160897 -0.08279994]
[15.32244 0.1000907 17.95186],[0.9967057 0.07000319 0.01335189 0.03871945],[-1.571829 0.0 1.697653],[-0.002828072 0.01405806 -0.1002365]
[15.29096 0.1000907 17.98609],[0.9967509 0.06999241 0.01343592 0.03752567],[-1.573913 0.0 1.711433],[-0.003309629 0.01663023 -0.1185572]
[15.25945 0.1000907 18.02059],[0.9968016 0.06997998 0.01353332 0.03614163],[-1.575515 0.0 1.725094],[-0.003818876 0.01928106 -0.1374455]
[15.22792 0.1000907 18.05537],[0.996857 0.0699656 0.01364424 0.03456499],[-1.576566 0.0 1.738637],[-0.004355214 0.02196281 -0.1565649]
[15.19638 0.1000907 18.09041],[0.9969162 0.06994915 0.0137686 0.03279666],[-1.576994 0.0 1.75206],[-0.004896557 0.02463078 -0.1755898]
[15.16485 0.1000907 18.12572],[0.996978 0.06993043 0.01390606 0.03084088],[-1.57673 0.0 1.765364],[-0.005442427 0.02723822 -0.1941903]
[15.13333 0.1000907 18.16129],[0.9970412 0.06990939 0.01405611 0.028705],[-1.575707 0.0 1.778547],[-0.005971712 0.02974289 -0.2120593]
[15.10186 0.1000907 18.19712],[0.9971043 0.06988601 0.01421799 0.02639929],[-1.573859 0.0 1.791607],[-0.006477538 0.03210388 -0.228905]
[15.07043 0.1000907 18.23321],[0.9971658 0.06986019 0.01439079 0.02393673],[-1.571128 0.0 1.804546],[-0.006961537 0.03428345 -0.2444617]
[15.03909 0.1000907 18.26955],[0.9972242 0.06983199 0.01457339 0.02133266],[-1.567459 0.0 1.81736],[-0.007404565 0.03624916 -0.2584929]
[15.00783 0.1000907 18.30615],[0.9972782 0.06980155 0.01476457 0.01860452],[-1.562804 0.0 1.830049],[-0.007795656 0.03797235 -0.2707921]
[14.97669 0.1000907 18.34301],[0.9973263 0.06976895 0.01496297 0.01577142],[-1.557122 0.0 1.842612],[-0.008139248 0.03942966 -0.2811955]
[14.94568 0.1000907 18.38011],[0.9973676 0.06973429 0.01516715 0.01285377],[-1.550382 0.0 1.855049],[-0.008433023 0.04060315 -0.289575]
[14.91483 0.1000907 18.41746],[0.9974009 0.06969772 0.01537559 0.009872952],[-1.542557 0.0 1.867357],[-0.008668666 0.04147905 -0.2958309]
[14.88416 0.1000907 18.45505],[0.9974256 0.06965943 0.01558677 0.006850986],[-1.533633 0.0 1.879537],[-0.008845835 0.04204926 -0.2999052]
[14.85368 0.1000907 18.49288],[0.9974412 0.06961976 0.01579912 0.003810053],[-1.523601 0.0 1.891588],[-0.008951557 0.04231162 -0.3017805]
[14.82343 0.1000907 18.53095],[0.9974477 0.06957898 0.0160111 0.0007721869],[-1.512464 0.0 1.903509],[-0.008994319 0.04226803 -0.3014719]
[14.79343 0.1000907 18.56925],[0.997445 0.06953733 0.01622122 -0.002240994],[-1.50023 0.0 1.915301],[-0.008976044 0.04192443 -0.2990206]
[14.76369 0.1000907 18.60779],[0.9974335 0.06949517 0.01642802 -0.005208683],[-1.486919 0.0 1.926963],[-0.008892597 0.04129196 -0.2945072]
[14.73424 0.1000907 18.64656],[0.9974137 0.06945278 0.01663014 -0.008111177],[-1.472557 0.0 1.938495],[-0.008754179 0.04038607 -0.2880408]
[14.7051 0.1000907 18.68556],[0.9973863 0.06941056 0.01682631 -0.01093001],[-1.457178 0.0 1.9499],[-0.008550272 0.03922369 -0.279744]
[14.67628 0.1000907 18.72478],[0.9973527 0.06936879 0.01701538 -0.01364831],[-1.440823 0.0 1.961177],[-0.008299152 0.03782706 -0.2697739]
[14.64781 0.1000907 18.76423],[0.9973134 0.06932787 0.01719628 -0.01625085],[-1.423538 0.0 1.972327],[-0.007990563 0.03621881 -0.2582949]
[14.6197 0.1000907 18.8039],[0.9972697 0.06928799 0.01736812 -0.01872432],[-1.405377 0.0 1.983354],[-0.007649416 0.03442572 -0.2454937]
[14.59197 0.1000907 18.84378],[0.9972231 0.06924955 0.01753012 -0.02105725],[-1.386397 0.0 1.994257],[-0.007259294 0.03247273 -0.2315542]
[14.56464 0.1000907 18.88388],[0.9971744 0.06921277 0.01768164 -0.02324029],[-1.36666 0.0 2.00504],[-0.006838053 0.0303898 -0.216687]
[14.53772 0.1000907 18.9242],[0.9971251 0.06917793 0.01782219 -0.02526618],[-1.346229 0.0 2.015705],[-0.006389455 0.02820543 -0.2010966]
[14.51121 0.1000907 18.96472],[0.9970762 0.06914522 0.01795142 -0.02712961],[-1.325173 0.0 2.026255],[-0.005916794 0.02594685 -0.1849784]
[14.48514 0.1000907 19.00546],[0.9970284 0.0691148 0.01806913 -0.02882737],[-1.303559 0.0 2.036691],[-0.00543079 0.02364345 -0.168541]
[14.45951 0.1000907 19.0464],[0.996983 0.06908684 0.01817523 -0.03035824],[-1.281457 0.0 2.047018],[-0.004934135 0.02132231 -0.1519788]
[14.43433 0.1000907 19.08754],[0.9969406 0.06906133 0.0182698 -0.03172283],[-1.258935 0.0 2.057239],[-0.00444327 0.01901001 -0.1354772]
[14.40961 0.1000907 19.12889],[0.9969017 0.06903841 0.01835299 -0.03292355],[-1.236062 0.0 2.067355],[-0.003946185 0.01672992 -0.1192107]
[14.38535 0.1000907 19.17044],[0.9968669 0.06901808 0.0184251 -0.03396437],[-1.212904 0.0 2.077371],[-0.003458943 0.01450526 -0.1033398]
[14.36156 0.1000907 19.21218],[0.9968364 0.06900034 0.01848652 -0.03485087],[-1.189527 0.0 2.08729],[-0.002982685 0.01235742 -0.08801937]
[14.33824 0.1000907 19.25413],[0.9968103 0.06898519 0.01853772 -0.0355899],[-1.165991 0.0 2.097115],[-0.00251857 0.01030427 -0.07337853]
[14.3154 0.1000907 19.29626],[0.9967889 0.06897242 0.01857927 -0.03618951],[-1.142356 0.0 2.106849],[-0.002087785 0.008363735 -0.05953612]
[14.29302 0.1000907 19.33859],[0.9967718 0.06896192 0.0186118 -0.0366587],[-1.118677 0.0 2.116494],[-0.001683432 0.00654819 -0.0465855]
[14.27112 0.1000907 19.38111],[0.9967591 0.06895356 0.01863598 -0.03700728],[-1.095004 0.0 2.126053],[-0.001304989 0.004869089 -0.03461047]
[14.24969 0.1000907 19.42382],[0.9967504 0.06894725 0.01865255 -0.03724578],[-1.071386 0.0 2.13553],[-0.0009518314 0.003335837 -0.02367931]
[14.22874 0.1000907 19.46672],[0.9967452 0.06894282 0.01866226 -0.03738511],[-1.047863 0.0 2.144926],[-0.000630067 0.001954214 -0.01383091]
[14.20825 0.1000907 19.50981],[0.9967434 0.06894012 0.01866588 -0.03743648],[-1.024474 0.0 2.154244],[-0.0003385342 0.0007285507 -0.005097486]
[14.18822 0.1000907 19.55308],[0.9967445 0.06893902 0.01866419 -0.03741121],[-1.001253 0.0 2.163486],[-7.593522E-05 -0.0003402125 0.002513155]
[14.16866 0.1000907 19.59653],[0.996748 0.06893933 0.01865798 -0.0373206],[-0.9782269 0.0 2.172654],[0.0001523044 -0.001251607 0.009001406]
[14.14955 0.1000907 19.64017],[0.9967535 0.0689408 0.01864801 -0.03717567],[-0.9554204 0.0 2.18175],[0.0003411513 -0.002009146 0.01439443]
[14.13089 0.1000907 19.68398],[0.9967605 0.06894333 0.01863501 -0.0369872],[-0.9328529 0.0 2.190774],[0.0005065847 -0.002617496 0.01871796]
[14.11268 0.1000907 19.72798],[0.9967688 0.06894664 0.0186197 -0.0367655],[-0.9105392 0.0 2.199729],[0.0006298051 -0.003081539 0.02201776]
[14.09491 0.1000907 19.77215],[0.9967779 0.06895047 0.01860277 -0.03652032],[-0.8884903 0.0 2.208616],[0.0007135314 -0.003408979 0.024348]
[14.07758 0.1000907 19.8165],[0.9967874 0.0689547 0.01858484 -0.03626075],[-0.8667132 0.0 2.217436],[0.0007743488 -0.003610379 0.02577589]
[14.06067 0.1000907 19.86102],[0.996797 0.06895925 0.01856648 -0.03599518],[-0.8452114 0.0 2.226189],[0.0008144113 -0.00369549 0.02637162]
[14.0442 0.1000907 19.90572],[0.9968065 0.06896396 0.01854823 -0.0357312],[-0.823985 0.0 2.234876],[0.0008288666 -0.003674588 0.02621205]
[14.02813 0.1000907 19.95059],[0.9968157 0.06896871 0.01853055 -0.03547565],[-0.8030311 0.0 2.243498],[0.0008206461 -0.003558653 0.02537545]
[14.01249 0.1000907 19.99563],[0.9968242 0.06897327 0.01851385 -0.03523436],[-0.7823443 0.0 2.252055],[0.0007848855 -0.003360755 0.02395896]
[13.99725 0.1000907 20.04084],[0.996832 0.06897757 0.01849849 -0.03501249],[-0.7619169 0.0 2.260548],[0.0007311784 -0.003090909 0.02203028]
[13.98241 0.1000907 20.08622],[0.996839 0.06898157 0.01848475 -0.03481416],[-0.7417393 0.0 2.268976],[0.0006686958 -0.002764031 0.01969248]
[13.96798 0.1000907 20.13177],[0.9968449 0.06898516 0.01847287 -0.03464273],[-0.7218003 0.0 2.277341],[0.000592365 -0.002390043 0.01702048]
[13.95394 0.1000907 20.17748],[0.9968498 0.06898834 0.01846302 -0.03450065],[-0.7020875 0.0 2.285641],[0.0005114827 -0.001982371 0.01410663]
[13.94028 0.1000907 20.22336],[0.9968535 0.06899109 0.01845531 -0.03438958],[-0.6825878 0.0 2.293878],[0.0004272145 -0.001551505 0.01102646]
[13.92702 0.1000907 20.2694],[0.9968562 0.06899329 0.01844981 -0.03431045],[-0.6632873 0.0 2.30205],[0.0003275011 -0.001106901 0.007854697]
[13.91414 0.1000907 20.31561],[0.9968578 0.06899492 0.01844653 -0.0342635],[-0.644172 0.0 2.310159],[0.0002283333 -0.0006592135 0.004660476]
[13.90163 0.1000907 20.36197],[0.9968582 0.06899602 0.01844545 -0.03424827],[-0.6252278 0.0 2.318204],[0.000130653 -0.000217635 0.001509741]
[13.8895 0.1000907 20.40849],[0.9968576 0.06899652 0.01844649 -0.03426373],[-0.6064411 0.0 2.326186],[2.875615E-05 0.0002098703 -0.001536712]
[13.87775 0.1000907 20.45518],[0.9968562 0.06899651 0.01844955 -0.03430835],[-0.5877988 0.0 2.334103],[-6.241664E-05 0.0006157147 -0.004431771]
[13.86636 0.1000907 20.50201],[0.9968535 0.06899599 0.01845448 -0.03438011],[-0.5692881 0.0 2.341957],[-0.0001490436 0.0009937057 -0.007127228]
[13.85534 0.1000907 20.54901],[0.9968503 0.06899501 0.01846114 -0.03447665],[-0.5508977 0.0 2.349747],[-0.0002306107 0.001338908 -0.009587624]
[13.84469 0.1000907 20.59616],[0.9968461 0.06899355 0.01846932 -0.03459527],[-0.5326167 0.0 2.357474],[-0.0003066303 0.001646772 -0.01178001]
[13.8344 0.1000907 20.64346],[0.9968413 0.06899174 0.01847883 -0.03473306],[-0.5144359 0.0 2.365137],[-0.0003693295 0.001913879 -0.01368345]
[13.82447 0.1000907 20.69092],[0.9968357 0.06898949 0.01848946 -0.03488696],[-0.4963468 0.0 2.372736],[-0.0004330702 0.002139116 -0.01528294]
[13.81491 0.1000907 20.73852],[0.9968299 0.068987 0.01850099 -0.03505381],[-0.4783426 0.0 2.380273],[-0.0004767293 0.002319491 -0.01656797]
[13.8057 0.1000907 20.78628],[0.9968237 0.06898433 0.01851318 -0.03523036],[-0.4604174 0.0 2.387747],[-0.0005075069 0.002454581 -0.01753154]
[13.79685 0.1000907 20.83418],[0.9968171 0.06898141 0.01852583 -0.03541342],[-0.4425669 0.0 2.395159],[-0.000539699 0.002546173 -0.01817853]
[13.78835 0.1000907 20.88223],[0.9968104 0.06897841 0.01853872 -0.03559992],[-0.4247879 0.0 2.402508],[-0.0005524883 0.002594277 -0.0185206]
[13.78021 0.1000907 20.93043],[0.9968038 0.06897542 0.01855164 -0.03578688],[-0.4070786 0.0 2.409796],[-0.0005533063 0.002600382 -0.0185646]
[13.77242 0.1000907 20.97877],[0.996797 0.06897234 0.0185644 -0.03597147],[-0.3894381 0.0 2.417023],[-0.0005566634 0.002568429 -0.01833086]
[13.76498 0.1000907 21.02725],[0.9967905 0.06896935 0.01857681 -0.03615104],[-0.371867 0.0 2.424189],[-0.0005422888 0.002498491 -0.01783131]
[13.7579 0.1000907 21.07587],[0.9967848 0.06895911 0.01858897 -0.03632304],[-0.3543665 0.0 2.431294],[-0.001256726 0.002446557 -0.01706283]
[13.75116 0.1000907 21.12464],[0.9967806 0.06892866 0.01860121 -0.03648506],[-0.3369391 0.0 2.438338],[-0.003263564 0.002455741 -0.01602409]
[13.74477 0.1000907 21.17355],[0.9967796 0.06886068 0.01861404 -0.0366349],[-0.3195882 0.0 2.445312],[-0.007000524 0.002561528 -0.0147243]
[13.73872 0.1000907 21.22259],[0.9967831 0.06873501 0.01862809 -0.03677052],[-0.3023182 0.0 2.452202],[-0.01275071 0.002788336 -0.01317445]
[13.73302 0.1000907 21.27177],[0.9967925 0.06852992 0.01864409 -0.03689016],[-0.2851341 0.0 2.458987],[-0.02067217 0.00315291 -0.01139925]
[13.72766 0.1000907 21.32108],[0.9968094 0.06822299 0.01866279 -0.03699239],[-0.2680421 0.0 2.465638],[-0.03083147 0.003665518 -0.009427079]
[13.72264 0.1000907 21.37053],[0.9968352 0.06779229 0.01868498 -0.03707609],[-0.2510487 0.0 2.472116],[-0.0431834 0.004328622 -0.007293127]
[13.71795 0.1000907 21.42009],[0.9968713 0.06721716 0.01871142 -0.03714045],[-0.2341609 0.0 2.478374],[-0.05759756 0.005137222 -0.005027787]
[13.7136 0.1000907 21.46978],[0.9969186 0.06647883 0.01874283 -0.03718505],[-0.2173863 0.0 2.484359],[-0.07388575 0.006083778 -0.002677693]
[13.70959 0.1000907 21.51958],[0.9969777 0.0655611 0.01877981 -0.0372097],[-0.2007324 0.0 2.49001],[-0.09179138 0.007152775 -0.000271702]
[13.7059 0.1000907 21.56949],[0.9970491 0.06445076 0.01882292 -0.03721458],[-0.1842071 0.0 2.495261],[-0.1110158 0.00832706 0.002146575]
[13.70255 0.1000907 21.61949],[0.9971327 0.063138 0.01887256 -0.03720021],[-0.167818 0.0 2.500041],[-0.131215 0.009585406 0.004534766]
[13.69952 0.1000907 21.66957],[0.9972281 0.06161644 0.01892905 -0.03716729],[-0.1515729 0.0 2.504273],[-0.15205 0.01090465 0.006865852]
[13.69681 0.1000907 21.71973],[0.9973342 0.0598834 0.01899254 -0.03711683],[-0.1354789 0.0 2.507884],[-0.1731467 0.01226067 0.009097625]
[13.69442 0.1000907 21.76995],[0.9974502 0.05793988 0.01906306 -0.03705005],[-0.119543 0.0 2.510794],[-0.1941389 0.01362748 0.01120449]
[13.69234 0.1000907 21.82021],[0.9975743 0.05579035 0.01914053 -0.03696838],[-0.1037716 0.0 2.512929],[-0.2146812 0.01498165 0.01315189]
[13.69058 0.1000907 21.87049],[0.9977047 0.05344281 0.01922472 -0.0368734],[-0.08817059 0.0 2.514214],[-0.2344198 0.01629709 0.01492073]
[13.68912 0.1000907 21.92078],[0.9978395 0.05090848 0.01931527 -0.03676677],[-0.07274511 0.0 2.514579],[-0.2530331 0.0175502 0.01649101]
[13.68797 0.1000907 21.97106],[0.9979762 0.04820146 0.01941172 -0.03665029],[-0.0574997 0.0 2.51396],[-0.2702341 0.01871959 0.01784625]
[13.68712 0.1000907 22.02131],[0.998113 0.04533859 0.0195135 -0.03652577],[-0.0424381 0.0 2.512296],[-0.2857527 0.01978455 0.01897636]
[13.68657 0.1000907 22.0715],[0.9982474 0.04233872 0.01961997 -0.03639505],[-0.02756327 0.0 2.509535],[-0.2993872 0.02072917 0.01987484]
[13.68632 0.1000907 22.12161],[0.9983775 0.03922283 0.0197304 -0.03625997],[-0.01287736 0.0 2.505633],[-0.3109276 0.02153677 0.02053872]
[13.68635 0.1000907 22.17162],[0.9985011 0.03601322 0.019844 -0.03612227],[0.00161829 0.0 2.500552],[-0.3202415 0.02219582 0.02097441]
[13.68667 0.1000907 22.2215],[0.9986167 0.03273344 0.01995995 -0.03598364],[0.01592312 0.0 2.494266],[-0.3272097 0.02269612 0.02118634]
[13.68727 0.1000907 22.27124],[0.9987228 0.02940751 0.0200774 -0.03584566],[0.03003738 0.0 2.486757],[-0.3317819 0.02303247 0.02118323]
[13.68815 0.1000907 22.3208],[0.9988182 0.02605983 0.02019547 -0.03570989],[0.04396205 0.0 2.478015],[-0.3339266 0.0232015 0.02097018]
[13.6893 0.1000907 22.37016],[0.9989023 0.02271462 0.02031332 -0.03557768],[0.05769889 0.0 2.468042],[-0.3336573 0.02320232 0.02056872]
[13.69073 0.1000907 22.4193],[0.9989744 0.01939564 0.0204301 -0.03545023],[0.07125032 0.0 2.456848],[-0.3310233 0.02303732 0.01999457]
[13.69242 0.1000907 22.46819],[0.9990345 0.01612582 0.020545 -0.0353286],[0.08461941 0.0 2.444453],[-0.3261078 0.02271136 0.01926646]
[13.69437 0.1000907 22.5168],[0.9990827 0.01292688 0.02065726 -0.03521372],[0.09780978 0.0 2.430886],[-0.3190314 0.02223235 0.01840096]
[13.69659 0.1000907 22.56513],[0.9991196 0.009819232 0.02076617 -0.03510628],[0.1108256 0.0 2.416183],[-0.3099224 0.0216086 0.01742484]
[13.69906 0.1000907 22.61314],[0.9991459 0.006821413 0.02087107 -0.03500686],[0.1236714 0.0 2.400389],[-0.2989694 0.02085323 0.01635345]
[13.70179 0.1000907 22.66081],[0.9991624 0.003950324 0.02097139 -0.03491588],[0.1363522 0.0 2.383554],[-0.2863343 0.01997747 0.01520847]
[13.70477 0.1000907 22.70812],[0.9991704 0.001220749 0.02106661 -0.03483364],[0.1488732 0.0 2.365737],[-0.2722274 0.01899615 0.0140074]
[13.70799 0.1000907 22.75506],[0.9991708 -0.001354737 0.02115632 -0.03476026],[0.16124 0.0 2.347001],[-0.2568682 0.01792481 0.01276996]
[13.71146 0.1000907 22.80161],[0.9991651 -0.003765844 0.02124017 -0.03469569],[0.1734581 0.0 2.327411],[-0.2404837 0.01677964 0.01152126]
[13.71517 0.1000907 22.84775],[0.9991544 -0.006004322 0.02131788 -0.03463985],[0.1855333 0.0 2.307041],[-0.2232768 0.01557516 0.01026845]
[13.71912 0.1000907 22.89347],[0.9991401 -0.008064286 0.02138928 -0.03459246],[0.1974714 0.0 2.285962],[-0.2054825 0.01432825 0.009033944]
[13.72331 0.1000907 22.93876],[0.9991232 -0.009941988 0.02145424 -0.03455319],[0.209278 0.0 2.26425],[-0.1873138 0.01305419 0.007828863]
[13.72773 0.1000907 22.98359],[0.9991047 -0.01163597 0.02151274 -0.03452163],[0.2209588 0.0 2.241981],[-0.1689979 0.0117692 0.006664907]
[13.73238 0.1000907 23.02798],[0.9990857 -0.01314678 0.02156482 -0.03449731],[0.2325192 0.0 2.21923],[-0.1507363 0.01048775 0.005553909]
[13.73726 0.1000907 23.0719],[0.9990669 -0.01447698 0.02161057 -0.03447968],[0.2439645 0.0 2.196074],[-0.1327273 0.009224021 0.004505385]
[13.74236 0.1000907 23.11535],[0.9990491 -0.01563098 0.02165018 -0.03446814],[0.2552998 0.0 2.172585],[-0.1151564 0.00799129 0.003527875]
[13.74769 0.1000907 23.15833],[0.9990326 -0.01661476 0.02168386 -0.03446209],[0.2665297 0.0 2.148836],[-0.09818121 0.006800726 0.002624765]
[13.75325 0.1000907 23.20083],[0.9990181 -0.0174357 0.02171188 -0.03446091],[0.2776586 0.0 2.124893],[-0.0819395 0.00566219 0.001801832]
[13.75902 0.1000907 23.24284],[0.9990056 -0.01810269 0.02173457 -0.03446393],[0.2886908 0.0 2.100822],[-0.06658316 0.00458648 0.00106474]
[13.76501 0.1000907 23.28438],[0.9989954 -0.01862549 0.02175226 -0.03447046],[0.29963 0.0 2.076684],[-0.05220046 0.003579956 0.0004166008]
[13.77122 0.1000907 23.32543],[0.9989875 -0.01901492 0.02176535 -0.03447991],[0.3104794 0.0 2.052536],[-0.03889401 0.00264955 -0.0001491634]
[13.77765 0.1000907 23.366],[0.9989818 -0.01928239 0.02177423 -0.03449168],[0.3212423 0.0 2.02843],[-0.02672544 0.001799707 -0.0006299154]
[13.78429 0.1000907 23.40609],[0.998978 -0.01943994 0.02177933 -0.03450514],[0.3319212 0.0 2.004412],[-0.01575796 0.001034933 -0.001024506]
[13.79114 0.1000907 23.4457],[0.9989764 -0.01949991 0.02178108 -0.03451982],[0.3425185 0.0 1.980525],[-0.006020172 0.0003568123 -0.001345098]
[13.7982 0.1000907 23.48483],[0.9989763 -0.01947475 0.02177991 -0.03453514],[0.3530362 0.0 1.956805],[0.002475556 -0.0002333941 -0.001583024]
[13.80547 0.1000907 23.5235],[0.9989778 -0.01937687 0.02177626 -0.03455067],[0.3634759 0.0 1.933285],[0.009735052 -0.0007365565 -0.001751953]
[13.81294 0.1000907 23.5617],[0.9989805 -0.0192185 0.02177054 -0.03456602],[0.3738391 0.0 1.909991],[0.01577245 -0.001153783 -0.001857875]
[13.82063 0.1000907 23.59944],[0.998984 -0.01901148 0.02176318 -0.03458074],[0.3841267 0.0 1.886945],[0.0206301 -0.001487763 -0.001895955]
[13.82851 0.1000907 23.63672],[0.9989884 -0.01876714 0.02175455 -0.03459456],[0.3943396 0.0 1.864164],[0.0243574 -0.001742378 -0.001880329]
[13.8366 0.1000907 23.67355],[0.9989932 -0.01849627 0.02174504 -0.03460722],[0.4044783 0.0 1.84166],[0.0270082 -0.00192165 -0.001820236]
[13.8449 0.1000907 23.70994],[0.9989983 -0.01820894 0.02173498 -0.03461846],[0.4145433 0.0 1.819441],[0.02865433 -0.002030309 -0.001711626]
[13.85339 0.1000907 23.74589],[0.9990036 -0.01791447 0.02172472 -0.03462815],[0.4245348 0.0 1.797512],[0.02937027 -0.002074046 -0.001570204]
[13.86207 0.1000907 23.78141],[0.9990087 -0.01762122 0.02171452 -0.03463612],[0.4344527 0.0 1.775873],[0.02925216 -0.002059504 -0.001398463]
[13.87096 0.1000907 23.8165],[0.9990137 -0.01733673 0.02170466 -0.03464228],[0.444297 0.0 1.75452],[0.02838275 -0.001992438 -0.001197784]
[13.88004 0.1000907 23.85117],[0.9990184 -0.01706748 0.02169535 -0.03464663],[0.4540674 0.0 1.73345],[0.02686414 -0.001880531 -0.0009872733]
[13.88932 0.1000907 23.88542],[0.9990227 -0.01681921 0.02168679 -0.03464915],[0.4637638 0.0 1.712653],[0.02477528 -0.00172895 -0.000760621]
[13.89879 0.1000907 23.91926],[0.9990265 -0.01659657 0.02167914 -0.03464987],[0.4733858 0.0 1.692118],[0.02222034 -0.001545258 -0.0005292078]
[13.90844 0.1000907 23.9527],[0.9990299 -0.0164033 0.02167252 -0.0346489],[0.4829332 0.0 1.671835],[0.01929297 -0.001336116 -0.0002995335]
[13.91829 0.1000907 23.98573],[0.9990327 -0.01624218 0.02166704 -0.03464628],[0.4924054 0.0 1.651789],[0.01608782 -0.001107907 -6.807552E-05]
[13.92833 0.1000907 24.01837],[0.9990351 -0.01611515 0.02166275 -0.03464212],[0.5018024 0.0 1.631966],[0.01268888 -0.0008667365 0.000154783]
[13.93855 0.1000907 24.05062],[0.9990368 -0.0160233 0.02165969 -0.03463656],[0.5111237 0.0 1.612352],[0.009180142 -0.0006184169 0.0003674842]
[13.94896 0.1000907 24.08248],[0.999038 -0.01596695 0.02165787 -0.03462972],[0.520369 0.0 1.592929],[0.005639919 -0.0003684085 0.0005680809]
[13.95955 0.1000907 24.11395],[0.9990385 -0.01594569 0.02165728 -0.0346218],[0.5295382 0.0 1.573685],[0.002140393 -0.0001219465 0.0007481996]
[13.97032 0.1000907 24.14504],[0.9990386 -0.01595831 0.02165786 -0.03461296],[0.5386312 0.0 1.554603],[-0.001239758 0.0001156321 0.0009099249]
[13.98127 0.1000907 24.17576],[0.9990382 -0.01600325 0.02165956 -0.03460335],[0.5476479 0.0 1.535668],[-0.004463565 0.0003417932 0.00105291]
[13.99241 0.1000907 24.20609],[0.9990373 -0.01607834 0.0216623 -0.03459319],[0.5565883 0.0 1.516868],[-0.007472086 0.0005522503 0.001169815]
[14.00372 0.1000907 24.23606],[0.999036 -0.01618105 0.021666 -0.03458266],[0.5654526 0.0 1.498188],[-0.01022724 0.000744501 0.001263797]
[14.0152 0.1000907 24.26565],[0.9990342 -0.0163085 0.02167055 -0.03457189],[0.574241 0.0 1.479619],[-0.01269659 0.0009164485 0.001339011]
[14.02686 0.1000907 24.29487],[0.999032 -0.01645743 0.02167583 -0.03456109],[0.5829538 0.0 1.461148],[-0.01484094 0.001065073 0.001385757]
[14.03869 0.1000907 24.32373],[0.9990294 -0.01662453 0.02168174 -0.03455039],[0.5915913 0.0 1.442767],[-0.01665417 0.001190266 0.001412138]
[14.05069 0.1000907 24.35222],[0.9990266 -0.01680631 0.02168814 -0.03453993],[0.6001541 0.0 1.424469],[-0.01812083 0.001290992 0.001418907]
[14.06287 0.1000907 24.38035],[0.9990236 -0.01699922 0.02169491 -0.03452985],[0.6086427 0.0 1.406246],[-0.0192315 0.001366531 0.001403547]
[14.07521 0.1000907 24.40811],[0.9990203 -0.01719976 0.02170194 -0.03452025],[0.6170578 0.0 1.388093],[-0.01999524 0.001417658 0.001370924]
[14.08772 0.1000907 24.43551],[0.9990169 -0.01740458 0.0217091 -0.03451118],[0.6254001 0.0 1.370008],[-0.02042309 0.001445323 0.001326113]
[14.10039 0.1000907 24.46255],[0.9990135 -0.01761032 0.02171628 -0.03450276],[0.6336702 0.0 1.351989],[-0.02051695 0.001449474 0.001263696]
[14.11323 0.1000907 24.48923],[0.99901 -0.01781382 0.02172337 -0.03449504],[0.6418691 0.0 1.334033],[-0.02029474 0.001431509 0.001188462]
[14.12623 0.1000907 24.51555],[0.9990065 -0.01801219 0.02173026 -0.03448812],[0.6499976 0.0 1.316142],[-0.01978454 0.001393272 0.001098255]
[14.13939 0.1000907 24.54152],[0.9990032 -0.0182029 0.02173688 -0.03448204],[0.6580566 0.0 1.298316],[-0.01902168 0.001337378 0.0009983693]
[14.15271 0.1000907 24.56713],[0.9989998 -0.01838336 0.02174314 -0.03447683],[0.6660471 0.0 1.28056],[-0.01800187 0.001263591 0.0008897925]
[14.16619 0.1000907 24.59239],[0.9989967 -0.01855161 0.02174896 -0.03447246],[0.67397 0.0 1.262874],[-0.01678391 0.001176259 0.0007813688]
[14.17982 0.1000907 24.61729],[0.9989939 -0.01870582 0.02175428 -0.03446897],[0.6818263 0.0 1.245266],[-0.01538499 0.001076203 0.0006637994]
[14.19362 0.1000907 24.64185],[0.9989913 -0.01884463 0.02175907 -0.03446636],[0.689617 0.0 1.227738],[-0.01385019 0.0009668251 0.0005454305]
[14.20756 0.1000907 24.66606],[0.9989889 -0.01896692 0.02176327 -0.03446459],[0.6973432 0.0 1.210296],[-0.0122025 0.0008497258 0.0004273921]
[14.22166 0.1000907 24.68991],[0.9989869 -0.01907185 0.02176686 -0.0344636],[0.7050056 0.0 1.192946],[-0.01047154 0.0007270941 0.0003135829]
