position,rotation,velocity,angular_velocity
[-3.86747 0.1000907 -27.59385],[0.9968771 0.07838439 0.002877154 -0.009146006],[0.1398205 0.0 -0.8870542],[0.3031965 -0.006000314 0.001664386]
[-3.864623 0.1000907 -27.61084],[0.9966482 0.08124779 0.002847886 -0.009116296],[0.1423386 0.0 -0.8495517],[0.2872219 -0.005703534 0.001699177]
[-3.861727 0.1000907 -27.62706],[0.9964249 0.08394758 0.002820157 -0.009086908],[0.1448266 0.0 -0.8112453],[0.2708712 -0.005399959 0.001731186]
[-3.858781 0.1000907 -27.64251],[0.9962084 0.08648138 0.002793994 -0.009057903],[0.1472845 0.0 -0.7722051],[0.254276 -0.005091882 0.001759255]
[-3.855787 0.1000907 -27.65716],[0.9960004 0.08884834 0.00276941 -0.009029348],[0.1497126 0.0 -0.7325016],[0.2375832 -0.004781831 0.001782332]
[-3.852744 0.1000907 -27.671],[0.995802 0.09104896 0.002746406 -0.0090013],[0.1521113 0.0 -0.6922049],[0.2209325 -0.004472454 0.001800581]
[-3.849655 0.1000907 -27.68403],[0.9956141 0.09308502 0.002724971 -0.008973822],[0.1544807 0.0 -0.6513843],[0.2044505 -0.004165791 0.001812763]
[-3.846518 0.1000907 -27.69623],[0.9954373 0.09495932 0.002705086 -0.008946992],[0.1568213 0.0 -0.6101077],[0.188242 -0.003863377 0.001816725]
[-3.843336 0.1000907 -27.7076],[0.9952723 0.0966759 0.002686718 -0.008920877],[0.1591334 0.0 -0.5684415],[0.1724324 -0.003567595 0.001813252]
[-3.840107 0.1000907 -27.71813],[0.9951195 0.09823971 0.00266983 -0.008895565],[0.1614174 0.0 -0.5264494],[0.1571111 -0.003279497 0.001799501]
[-3.836834 0.1000907 -27.72781],[0.9949788 0.09965655 0.002654375 -0.008871129],[0.1636738 0.0 -0.4841933],[0.1423666 -0.003000798 0.001776469]
[-3.833516 0.1000907 -27.73664],[0.9948504 0.100933 0.0026403 -0.008847647],[0.1659031 0.0 -0.4417317],[0.1282791 -0.002732716 0.001743363]
[-3.830153 0.1000907 -27.74463],[0.994734 0.1020763 0.002627547 -0.008825206],[0.1681058 0.0 -0.3991204],[0.1149067 -0.002476003 0.00169904]
[-3.826748 0.1000907 -27.75175],[0.9946292 0.103094 0.002616051 -0.008803853],[0.1702825 0.0 -0.3564118],[0.1023 -0.002232198 0.001646903]
[-3.823299 0.1000907 -27.75803],[0.9945357 0.1039942 0.002605742 -0.008783641],[0.1724336 0.0 -0.313655],[0.09050258 -0.002001849 0.001586182]
[-3.819808 0.1000907 -27.76345],[0.994453 0.1047854 0.002596552 -0.00876465],[0.17456 0.0 -0.2708953],[0.07954354 -0.001784857 0.00151436]
[-3.816275 0.1000907 -27.76801],[0.99438 0.105476 0.002588409 -0.008746938],[0.1766621 0.0 -0.2281748],[0.06943808 -0.001581716 0.001432835]
[-3.8127 0.1000907 -27.77172],[0.9943166 0.1060746 0.002581241 -0.008730553],[0.1787406 0.0 -0.1855317],[0.06018872 -0.001392776 0.001343257]
[-3.809084 0.1000907 -27.77458],[0.9942616 0.1065896 0.002574974 -0.00871554],[0.1807963 0.0 -0.1430006],[0.05179198 -0.001217769 0.001245314]
[-3.805428 0.1000907 -27.77659],[0.9942145 0.1070295 0.002569539 -0.008701939],[0.1828298 0.0 -0.1006126],[0.04423296 -0.001056651 0.001140085]
[-3.801731 0.1000907 -27.77776],[0.9941744 0.1074022 0.002564863 -0.008689768],[0.1848418 0.0 -0.05839546],[0.03748516 -0.0009092193 0.001029292]
[-3.797994 0.1000907 -27.77809],[0.9941406 0.1077157 0.002560876 -0.008679032],[0.186833 0.0 -0.01637342],[0.03152541 -0.0007753847 0.000914665]
[-3.794218 0.1000907 -27.77758],[0.9941124 0.1079771 0.002557515 -0.008669756],[0.1888042 0.0 0.02543235],[0.02629377 -0.0006536259 0.0007944927]
[-3.790403 0.1000907 -27.77624],[0.9940888 0.1081934 0.002554717 -0.008661924],[0.1907561 0.0 0.06700368],[0.02176172 -0.0005442784 0.00067265]
[-3.786549 0.1000907 -27.77407],[0.9940696 0.1083711 0.002552424 -0.008655538],[0.1926893 0.0 0.1083252],[0.01787237 -0.0004460429 0.0005479356]
[-3.782657 0.1000907 -27.77108],[0.9940538 0.108516 0.002550578 -0.008650549],[0.1946046 0.0 0.1493841],[0.01456796 -0.0003589169 0.0004253834]
[-3.778727 0.1000907 -27.76728],[0.9940411 0.1086332 0.002549129 -0.008646919],[0.1965027 0.0 0.1901699],[0.01179078 -0.0002816104 0.0003041185]
[-3.774759 0.1000907 -27.76267],[0.9940307 0.1087275 0.002548031 -0.008644621],[0.1983842 0.0 0.2306743],[0.009483791 -0.0002129831 0.0001835017]
[-3.770754 0.1000907 -27.75725],[0.9940226 0.1088027 0.002547243 -0.00864359],[0.2002497 0.0 0.2708907],[0.007570505 -0.0001525618 6.771638E-05]
[-3.766712 0.1000907 -27.75103],[0.994016 0.1088624 0.002546727 -0.008643766],[0.2021 0.0 0.3108142],[0.005997287 -9.920721E-05 -4.398469E-05]
[-3.762633 0.1000907 -27.74402],[0.9940109 0.1089091 0.002546453 -0.008645087],[0.2039355 0.0 0.350441],[0.004699352 -5.194453E-05 -0.0001507129]
[-3.758518 0.1000907 -27.73623],[0.9940069 0.108945 0.002546392 -0.008647476],[0.2057569 0.0 0.3897687],[0.003614722 -1.005533E-05 -0.0002506389]
[-3.754367 0.1000907 -27.72765],[0.994004 0.1089717 0.002546524 -0.008650866],[0.2075647 0.0 0.4287956],[0.00268501 2.77452E-05 -0.0003448718]
[-3.75018 0.1000907 -27.7183],[0.9940019 0.1089902 0.00254683 -0.008655161],[0.2093593 0.0 0.4675204],[0.001855424 6.17046E-05 -0.0004299904]
[-3.745957 0.1000907 -27.70819],[0.9940007 0.1090009 0.002547294 -0.008660273],[0.2111412 0.0 0.5059425],[0.001075606 9.296461E-05 -0.0005068131]
[-3.741699 0.1000907 -27.6973],[0.9940003 0.1090037 0.00254791 -0.008666113],[0.2129109 0.0 0.5440613],[0.0002859739 0.000122426 -0.0005748767]
[-3.737405 0.1000907 -27.68567],[0.9940009 0.1089983 0.002548671 -0.008672609],[0.2146688 0.0 0.5818762],[-0.000541206 0.0001509792 -0.0006355836]
[-3.733077 0.1000907 -27.67328],[0.9940024 0.1089839 0.002549575 -0.008679662],[0.2164151 0.0 0.6193866],[-0.00145606 0.0001789326 -0.0006862349]
[-3.728714 0.1000907 -27.66015],[0.994005 0.1089591 0.002550624 -0.008687186],[0.2181502 0.0 0.6565913],[-0.002490676 0.0002070598 -0.0007278933]
[-3.724317 0.1000907 -27.64628],[0.994009 0.1089226 0.002551819 -0.008695084],[0.2198744 0.0 0.6934889],[-0.003671122 0.0002355593 -0.0007593166]
[-3.719885 0.1000907 -27.63168],[0.9940143 0.1088727 0.002553166 -0.008703269],[0.2215878 0.0 0.7300773],[-0.005019702 0.0002651178 -0.0007815027]
[-3.715419 0.1000907 -27.61635],[0.9940214 0.1088076 0.002554673 -0.008711656],[0.2232907 0.0 0.766354],[-0.006546825 0.000295941 -0.00079447]
[-3.710919 0.1000907 -27.6003],[0.9940303 0.1087254 0.00255635 -0.00872018],[0.2249833 0.0 0.8023155],[-0.008272395 0.000328816 -0.0008002946]
[-3.706386 0.1000907 -27.58354],[0.9940413 0.108624 0.002558208 -0.008728773],[0.2266657 0.0 0.8379579],[-0.01019713 0.0003636743 -0.0007984758]
[-3.701819 0.1000907 -27.56608],[0.9940546 0.1085015 0.002560259 -0.008737378],[0.2283379 0.0 0.8732764],[-0.01232535 0.0004008729 -0.0007900757]
[-3.697219 0.1000907 -27.54791],[0.9940704 0.1083559 0.002562513 -0.008745927],[0.2300001 0.0 0.9082655],[-0.01464364 0.0004399663 -0.0007742867]
[-3.692586 0.1000907 -27.52905],[0.9940889 0.1081854 0.002564982 -0.008754374],[0.2316523 0.0 0.942919],[-0.0171488 0.0004813331 -0.000753122]
[-3.687921 0.1000907 -27.50951],[0.9941103 0.1079883 0.002567676 -0.008762673],[0.2332946 0.0 0.9772301],[-0.01982701 0.0005247318 -0.0007265398]
[-3.683222 0.1000907 -27.48928],[0.9941347 0.107763 0.002570607 -0.008770787],[0.234927 0.0 1.011191],[-0.02266211 0.0005701328 -0.0006956859]
[-3.678491 0.1000907 -27.46839],[0.9941621 0.1075081 0.002573783 -0.008778689],[0.2365493 0.0 1.044794],[-0.02562803 0.0006173202 -0.0006618012]
[-3.673728 0.1000907 -27.44683],[0.9941929 0.1072227 0.002577211 -0.00878635],[0.2381618 0.0 1.078031],[-0.02870376 0.0006658657 -0.0006243966]
[-3.668933 0.1000907 -27.42461],[0.9942269 0.1069059 0.0025809 -0.008793768],[0.2397643 0.0 1.110893],[-0.03185906 0.0007158186 -0.0005864763]
[-3.664106 0.1000907 -27.40174],[0.9942643 0.1065572 0.002584852 -0.008800933],[0.2413567 0.0 1.143371],[-0.03507049 0.0007665958 -0.0005472398]
[-3.659247 0.1000907 -27.37823],[0.994305 0.1061763 0.00258907 -0.00880784],[0.2429392 0.0 1.175456],[-0.03829839 0.0008176338 -0.0005075358]
[-3.654357 0.1000907 -27.35409],[0.9943489 0.1057635 0.002593553 -0.0088145],[0.2445116 0.0 1.207138],[-0.04151674 0.0008687601 -0.0004690124]
[-3.649435 0.1000907 -27.32932],[0.994396 0.1053189 0.0025983 -0.008820918],[0.2460739 0.0 1.238409],[-0.04469899 0.0009195089 -0.0004311789]
[-3.644483 0.1000907 -27.30394],[0.9944462 0.1048433 0.002603306 -0.008827111],[0.2476261 0.0 1.269259],[-0.04781882 0.0009695252 -0.0003951978]
[-3.639499 0.1000907 -27.27794],[0.9944993 0.1043378 0.002608564 -0.008833097],[0.2491681 0.0 1.29968],[-0.05082901 0.001018095 -0.000361668]
[-3.634485 0.1000907 -27.25135],[0.9945552 0.1038035 0.002614065 -0.008838897],[0.2507001 0.0 1.329665],[-0.05371086 0.001064899 -0.0003306569]
[-3.629441 0.1000907 -27.22416],[0.9946135 0.1032421 0.002619797 -0.008844536],[0.2522219 0.0 1.359205],[-0.05643934 0.001109609 -0.0003030447]
[-3.624366 0.1000907 -27.1964],[0.9946742 0.1026555 0.002625746 -0.00885005],[0.2537335 0.0 1.388294],[-0.05896987 0.001151593 -0.000279745]
[-3.619262 0.1000907 -27.16806],[0.9947369 0.1020455 0.002631898 -0.008855463],[0.2552351 0.0 1.416925],[-0.06130728 0.00119072 -0.0002596525]
[-3.614127 0.1000907 -27.13916],[0.9948013 0.1014147 0.002638233 -0.008860808],[0.2567266 0.0 1.445094],[-0.06340891 0.001226442 -0.0002439923]
[-3.608963 0.1000907 -27.1097],[0.9948672 0.1007652 0.002644733 -0.008866111],[0.258208 0.0 1.472795],[-0.06527513 0.001258539 -0.0002318015]
[-3.603769 0.1000907 -27.0797],[0.9949343 0.1000997 0.002651377 -0.0088714],[0.2596795 0.0 1.500026],[-0.06687316 0.001286542 -0.0002237793]
[-3.598547 0.1000907 -27.04917],[0.9950024 0.09942115 0.002658143 -0.008876708],[0.2611411 0.0 1.526784],[-0.06819296 0.001310276 -0.0002200871]
[-3.593295 0.1000907 -27.01811],[0.9950708 0.0987322 0.002665008 -0.008882071],[0.2625928 0.0 1.553068],[-0.06922561 0.001329735 -0.0002214586]
[-3.588014 0.1000907 -26.98653],[0.9951397 0.09803583 0.002671948 -0.008887511],[0.2640347 0.0 1.578877],[-0.06997067 0.001344468 -0.0002259511]
[-3.582705 0.1000907 -26.95444],[0.9952083 0.09733494 0.002678936 -0.008893045],[0.265467 0.0 1.604213],[-0.07041536 0.001354286 -0.0002339083]
[-3.577367 0.1000907 -26.92186],[0.9952768 0.09663258 0.002685949 -0.008898688],[0.2668898 0.0 1.629076],[-0.07056279 0.001359074 -0.0002442508]
[-3.572001 0.1000907 -26.88879],[0.9953445 0.09593152 0.002692959 -0.008904454],[0.2683031 0.0 1.653472],[-0.07042361 0.001359112 -0.0002576414]
[-3.566607 0.1000907 -26.85525],[0.9954113 0.09523468 0.002699942 -0.008910353],[0.2697071 0.0 1.677403],[-0.06999577 0.001354133 -0.0002729468]
[-3.561184 0.1000907 -26.82123],[0.995477 0.0945448 0.002706872 -0.008916387],[0.271102 0.0 1.700875],[-0.0692926 0.001344306 -0.000289809]
[-3.555735 0.1000907 -26.78675],[0.9955413 0.09386455 0.002713727 -0.008922566],[0.2724878 0.0 1.723895],[-0.06832119 0.001329883 -0.0003087661]
[-3.550257 0.1000907 -26.75182],[0.995604 0.09319644 0.002720481 -0.00892889],[0.2738647 0.0 1.746469],[-0.06709689 0.001310963 -0.0003290056]
[-3.544753 0.1000907 -26.71645],[0.9956649 0.09254284 0.002727113 -0.008935337],[0.2752327 0.0 1.768606],[-0.06563489 0.001287346 -0.0003478375]
[-3.539221 0.1000907 -26.68064],[0.9957238 0.09190605 0.0027336 -0.008941912],[0.276592 0.0 1.790314],[-0.06394497 0.001259703 -0.0003683291]
[-3.533662 0.1000907 -26.64441],[0.9957806 0.09128788 0.002739925 -0.0089486],[0.2779428 0.0 1.811605],[-0.06207093 0.001228483 -0.0003880592]
[-3.528076 0.1000907 -26.60776],[0.9958351 0.09069028 0.002746066 -0.008955374],[0.2792851 0.0 1.832487],[-0.0600017 0.001193232 -0.0004060979]
[-3.522464 0.1000907 -26.5707],[0.9958873 0.09011484 0.00275201 -0.008962229],[0.2806191 0.0 1.852972],[-0.05777462 0.00115499 -0.0004239075]
[-3.516825 0.1000907 -26.53324],[0.995937 0.08956289 0.002757738 -0.008969127],[0.2819449 0.0 1.873073],[-0.05541331 0.00111369 -0.0004389856]
[-3.51116 0.1000907 -26.49538],[0.9959841 0.08903553 0.002763241 -0.00897605],[0.2832625 0.0 1.8928],[-0.05294055 0.001069969 -0.0004524542]
[-3.505468 0.1000907 -26.45714],[0.9960289 0.08853369 0.002768505 -0.008982962],[0.284572 0.0 1.912167],[-0.05037877 0.00102398 -0.0004626719]
[-3.499751 0.1000907 -26.41852],[0.996071 0.08805808 0.002773522 -0.008989831],[0.2858736 0.0 1.931185],[-0.04774274 0.0009760947 -0.0004703348]
[-3.494008 0.1000907 -26.37952],[0.9961105 0.08760909 0.002778285 -0.008996631],[0.2871672 0.0 1.949869],[-0.04506768 0.0009269663 -0.0004753102]
[-3.488239 0.1000907 -26.34015],[0.9961475 0.087187 0.002782789 -0.009003331],[0.2884529 0.0 1.96823],[-0.04236633 0.0008768389 -0.0004774651]
[-3.482444 0.1000907 -26.30043],[0.9961818 0.08679187 0.00278703 -0.009009893],[0.2897307 0.0 1.986282],[-0.03965794 0.0008258742 -0.0004758577]
[-3.476624 0.1000907 -26.26035],[0.9962139 0.08642355 0.002791008 -0.009016294],[0.2910007 0.0 2.004038],[-0.03696765 0.0007747831 -0.0004716498]
[-3.470779 0.1000907 -26.21992],[0.9962434 0.08608167 0.002794722 -0.009022487],[0.2922629 0.0 2.021509],[-0.03431207 0.0007235144 -0.0004628629]
[-3.464908 0.1000907 -26.17914],[0.9962705 0.08576566 0.002798175 -0.009028449],[0.2935172 0.0 2.03871],[-0.03171436 0.0006728293 -0.0004513416]
[-3.459013 0.1000907 -26.13803],[0.9962955 0.08547481 0.002801372 -0.009034152],[0.2947637 0.0 2.05565],[-0.02918837 0.0006229673 -0.0004369607]
[-3.453093 0.1000907 -26.09658],[0.9963182 0.08520835 0.002804316 -0.009039559],[0.2960023 0.0 2.072344],[-0.02674058 0.0005739004 -0.0004184108]
[-3.447148 0.1000907 -26.05481],[0.996339 0.08496532 0.002807015 -0.009044653],[0.297233 0.0 2.088801],[-0.02438922 0.0005261931 -0.0003976075]
[-3.441179 0.1000907 -26.01271],[0.9963576 0.0847447 0.002809476 -0.009049411],[0.2984557 0.0 2.105033],[-0.02213875 0.0004799651 -0.0003743244]
[-3.435186 0.1000907 -25.97029],[0.9963745 0.08454534 0.002811709 -0.009053808],[0.2996703 0.0 2.121051],[-0.0200055 0.0004353701 -0.0003478345]
[-3.429168 0.1000907 -25.92755],[0.9963897 0.08436613 0.002813722 -0.009057835],[0.3008769 0.0 2.136863],[-0.0179838 0.0003926301 -0.0003200881]
[-3.423127 0.1000907 -25.8845],[0.9964032 0.08420573 0.002815527 -0.009061473],[0.3020753 0.0 2.15248],[-0.01609509 0.000351997 -0.0002899481]
[-3.417062 0.1000907 -25.84114],[0.9964153 0.08406291 0.002817134 -0.009064717],[0.3032654 0.0 2.16791],[-0.01433146 0.0003134925 -0.0002585257]
[-3.410973 0.1000907 -25.79748],[0.9964259 0.08393636 0.002818556 -0.009067561],[0.3044472 0.0 2.183162],[-0.01269825 0.0002772673 -0.0002260869]
[-3.40486 0.1000907 -25.75351],[0.9964353 0.08382482 0.002819804 -0.009070004],[0.3056207 0.0 2.198243],[-0.01119278 0.0002433557 -0.0001931064]
[-3.398725 0.1000907 -25.70925],[0.9964435 0.08372696 0.00282089 -0.009072054],[0.3067856 0.0 2.21316],[-0.009818892 0.0002118836 -0.000160119]
[-3.392566 0.1000907 -25.66469],[0.9964507 0.08364154 0.002821826 -0.009073698],[0.307942 0.0 2.22792],[-0.00857231 0.0001825486 -0.000125357]
[-3.386384 0.1000907 -25.61984],[0.9964569 0.08356737 0.002822625 -0.009074952],[0.3090897 0.0 2.24253],[-0.007441914 0.0001556115 -9.175549E-05]
[-3.380179 0.1000907 -25.5747],[0.9964622 0.08350323 0.002823299 -0.009075835],[0.3102287 0.0 2.256994],[-0.006436171 0.0001311941 -5.934414E-05]
[-3.373952 0.1000907 -25.52928],[0.9964669 0.08344799 0.002823859 -0.009076356],[0.3113589 0.0 2.271317],[-0.005542636 0.0001089922 -2.742517E-05]
[-3.367702 0.1000907 -25.48357],[0.9964708 0.08340067 0.002824316 -0.009076535],[0.3124802 0.0 2.285504],[-0.004748678 8.89134E-05 2.91229E-06]
[-3.361431 0.1000907 -25.43757],[0.9964742 0.08336025 0.002824681 -0.00907638],[0.3135926 0.0 2.29956],[-0.004055611 7.083081E-05 3.290566E-05]
[-3.355137 0.1000907 -25.3913],[0.9964771 0.083326 0.002824963 -0.009075914],[0.3146961 0.0 2.313488],[-0.003436854 5.440239E-05 6.115888E-05]
[-3.348821 0.1000907 -25.34476],[0.9964795 0.08329716 0.00282517 -0.009075167],[0.3157905 0.0 2.327291],[-0.002893705 3.988581E-05 8.647999E-05]
[-3.342484 0.1000907 -25.29794],[0.9964814 0.08327302 0.00282531 -0.00907416],[0.3168758 0.0 2.340973],[-0.002420965 2.701478E-05 0.0001100714]
[-3.336124 0.1000907 -25.25085],[0.9964832 0.08325303 0.002825394 -0.009072918],[0.317952 0.0 2.354536],[-0.00200627 1.560496E-05 0.0001316245]
[-3.329744 0.1000907 -25.20349],[0.9964846 0.08323669 0.002825424 -0.00907146],[0.3190192 0.0 2.367983],[-0.001638325 5.331026E-06 0.0001514289]
[-3.323343 0.1000907 -25.15586],[0.9964857 0.08322368 0.002825408 -0.009069813],[0.3200772 0.0 2.381315],[-0.001305589 -3.825442E-06 0.0001685781]
[-3.31692 0.1000907 -25.10797],[0.9964865 0.08321366 0.002825351 -0.009068015],[0.3211261 0.0 2.394537],[-0.001004585 -1.17922E-05 0.0001823561]
[-3.310477 0.1000907 -25.05982],[0.9964871 0.08320644 0.002825258 -0.009066086],[0.3221659 0.0 2.407648],[-0.0007251091 -1.899583E-05 0.0001939802]
[-3.304013 0.1000907 -25.01141],[0.9964875 0.0832018 0.002825132 -0.009064064],[0.3231966 0.0 2.420652],[-0.0004645706 -2.525797E-05 0.0002021147]
[-3.297529 0.1000907 -24.96273],[0.9964877 0.08319967 0.002824976 -0.00906196],[0.3242183 0.0 2.43355],[-0.0002137077 -3.116377E-05 0.00020924]
[-3.291024 0.1000907 -24.91381],[0.9964877 0.08320002 0.002824794 -0.009059812],[0.325231 0.0 2.446344],[3.532408E-05 -3.635702E-05 0.0002123698]
[-3.284499 0.1000907 -24.86463],[0.9964874 0.08320298 0.002824585 -0.009057642],[0.3262348 0.0 2.459036],[0.0002970908 -4.146909E-05 0.0002134759]
[-3.277955 0.1000907 -24.81519],[0.9964871 0.08320861 0.002824351 -0.009055464],[0.3272296 0.0 2.471628],[0.000563991 -4.644806E-05 0.0002132204]
[-3.27139 0.1000907 -24.76551],[0.9964864 0.08321706 0.002824091 -0.009053298],[0.3282157 0.0 2.484121],[0.0008490451 -5.137113E-05 0.00021061]
[-3.264806 0.1000907 -24.71558],[0.9964854 0.0832286 0.002823691 -0.009049799],[0.3291931 0.0 2.496517],[0.001157331 -7.914005E-05 0.0003412788]
[-3.258203 0.1000907 -24.6654],[0.9964843 0.08324333 0.002822934 -0.00904238],[0.3301612 0.0 2.508818],[0.001479244 -0.0001501982 0.0007277922]
[-3.251581 0.1000907 -24.61498],[0.9964829 0.08326156 0.002821512 -0.009027384],[0.3311188 0.0 2.521027],[0.0018318 -0.0002826816 0.001476145]
[-3.24494 0.1000907 -24.56432],[0.9964812 0.08328335 0.002819041 -0.009000231],[0.3320628 0.0 2.533145],[0.002190439 -0.0004915252 0.002677537]
[-3.23828 0.1000907 -24.51342],[0.9964796 0.083309 0.002815071 -0.008955564],[0.3329887 0.0 2.545175],[0.002578645 -0.0007901695 0.004409131]
[-3.231602 0.1000907 -24.46227],[0.9964777 0.08333872 0.002809104 -0.008887446],[0.3338897 0.0 2.557118],[0.002991047 -0.001188195 0.006727958]
[-3.224907 0.1000907 -24.41089],[0.9964758 0.0833727 0.002800606 -0.008789537],[0.3347569 0.0 2.568978],[0.003421901 -0.001692393 0.009674551]
[-3.218195 0.1000907 -24.35928],[0.9964738 0.08341118 0.002789023 -0.008655217],[0.335579 0.0 2.580755],[0.003879098 -0.002307393 0.01327541]
[-3.211469 0.1000907 -24.30743],[0.9964716 0.08345435 0.002773788 -0.008477766],[0.3363421 0.0 2.592454],[0.004355577 -0.003035051 0.01754162]
[-3.204728 0.1000907 -24.25535],[0.9964696 0.08350226 0.002754343 -0.008250522],[0.3370297 0.0 2.604076],[0.004837248 -0.003874156 0.02246693]
[-3.197976 0.1000907 -24.20304],[0.9964676 0.08355507 0.002730142 -0.007967012],[0.3376231 0.0 2.615624],[0.005338046 -0.004821935 0.0280327]
[-3.191214 0.1000907 -24.15049],[0.9964655 0.08361281 0.002700669 -0.007621097],[0.3381011 0.0 2.6271],[0.00584307 -0.005872589 0.03420548]
[-3.184445 0.1000907 -24.09772],[0.9964634 0.08367559 0.002665448 -0.007207127],[0.3384402 0.0 2.638507],[0.006358171 -0.007018319 0.04093768]
[-3.177673 0.1000907 -24.04473],[0.9964613 0.08374333 0.002624045 -0.006719979],[0.338615 0.0 2.649848],[0.006868206 -0.008250113 0.0481765]
[-3.170901 0.1000907 -23.9915],[0.9964589 0.08381595 0.002576084 -0.006155195],[0.338598 0.0 2.661124],[0.007372152 -0.009556987 0.0558563]
[-3.164133 0.1000907 -23.93806],[0.9964563 0.08389337 0.002521251 -0.005509067],[0.3383607 0.0 2.67234],[0.007868561 -0.01092643 0.06390281]
[-3.157376 0.1000907 -23.88439],[0.9964533 0.08397533 0.0024593 -0.004778708],[0.3378729 0.0 2.683496],[0.008342326 -0.01234476 0.07223506]
[-3.150634 0.1000907 -23.83049],[0.9964499 0.08406172 0.002390057 -0.003962083],[0.3371037 0.0 2.694596],[0.008805354 -0.0137978 0.08076844]
[-3.143913 0.1000907 -23.77638],[0.9964456 0.08415225 0.002313423 -0.003058062],[0.3360218 0.0 2.705641],[0.009242769 -0.01527043 0.08941366]
[-3.137221 0.1000907 -23.72205],[0.9964403 0.08424664 0.002229376 -0.002066436],[0.3345954 0.0 2.716634],[0.009653219 -0.01674722 0.09807943]
[-3.130565 0.1000907 -23.6675],[0.996434 0.08434465 0.00213797 -0.0009878947],[0.3327931 0.0 2.727576],[0.01004202 -0.01821319 0.1066769]
[-3.123954 0.1000907 -23.61273],[0.996426 0.08444589 0.002039339 0.0001759279],[0.3305841 0.0 2.738469],[0.01039369 -0.01965247 0.1151129]
[-3.117395 0.1000907 -23.55774],[0.9964164 0.08454996 0.001933691 0.001422514],[0.3279381 0.0 2.749315],[0.0107077 -0.02105016 0.1232998]
[-3.110899 0.1000907 -23.50254],[0.9964048 0.08465646 0.001821307 0.002748477],[0.3248264 0.0 2.760115],[0.01098243 -0.02239174 0.1311521]
[-3.104474 0.1000907 -23.44712],[0.9963909 0.08476504 0.001702538 0.004149614],[0.3212217 0.0 2.770871],[0.01122432 -0.02366338 0.1385886]
[-3.098132 0.1000907 -23.39149],[0.9963745 0.08487521 0.001577798 0.005620968],[0.3170986 0.0 2.781584],[0.01141815 -0.02485245 0.1455351]
[-3.091884 0.1000907 -23.33564],[0.9963554 0.08498654 0.00144756 0.00715688],[0.3124337 0.0 2.792253],[0.01157043 -0.02594703 0.1519222]
[-3.08574 0.1000907 -23.27958],[0.9963333 0.08509846 0.00131235 0.008751089],[0.3072063 0.0 2.80288],[0.01166687 -0.02693706 0.1576904]
[-3.079712 0.1000907 -23.22332],[0.9963081 0.08521049 0.001172741 0.01039677],[0.3013981 0.0 2.813465],[0.01171467 -0.02781296 0.1627845]
[-3.073812 0.1000907 -23.16684],[0.9962796 0.08532228 0.001029343 0.01208668],[0.2949936 0.0 2.824009],[0.01172718 -0.0285671 0.1671613]
