position,rotation,velocity,angular_velocity
[-0.0004493198 0.1002725 -0.003755172],[0.9975919 0.06935766 3.956093E-05 -2.467933E-06],[2.828646E-08 -4.730634E-05 0.0003564841],[-0.01323339 -8.074793E-09 1.048986E-06]
[-0.000449319 0.1002712 -0.003745334],[0.9976045 0.06917552 3.956138E-05 -2.460708E-06],[3.902899E-08 -6.513602E-05 0.0004918692],[-0.01825849 -9.950765E-09 1.447503E-06]
[-0.000449318 0.1002695 -0.003732312],[0.9976212 0.06893442 3.956198E-05 -2.451152E-06],[5.166359E-08 -8.59806E-05 0.0006511006],[-0.02416809 -1.37254E-08 1.915923E-06]
[-0.0004493167 0.1002673 -0.003715643],[0.9976425 0.06862582 3.956273E-05 -2.438909E-06],[6.612937E-08 -0.0001096546 0.000833411],[-0.03093331 -1.725858E-08 2.452155E-06]
[-0.000449315 0.1002646 -0.003694894],[0.9976689 0.06824169 3.956367E-05 -2.423679E-06],[8.231656E-08 -0.0001358391 0.001037419],[-0.03850219 -2.092305E-08 3.052292E-06]
[-0.0004493131 0.1002613 -0.003669669],[0.9977007 0.06777476 3.956479E-05 -2.40516E-06],[1.000709E-07 -0.0001641441 0.001261181],[-0.04680203 -2.543398E-08 3.710262E-06]
[-0.0004493107 0.1002575 -0.003639623],[0.9977383 0.06721861 3.956613E-05 -2.38311E-06],[1.191991E-07 -0.0001940998 0.00150226],[-0.05574168 -3.123882E-08 4.418844E-06]
[-0.0004493079 0.100253 -0.003604464],[0.9977819 0.06656793 3.956767E-05 -2.357302E-06],[1.394736E-07 -0.0002251195 0.001757794],[-0.06521388 -3.641146E-08 5.169773E-06]
[-0.0004493047 0.1002479 -0.00356397],[0.9978317 0.06581859 3.956944E-05 -2.327591E-06],[1.606388E-07 -0.0002566034 0.002024558],[-0.07509837 -4.190821E-08 5.953283E-06]
[-0.000449301 0.1002421 -0.003517985],[0.9978874 0.06496776 3.95714E-05 -2.293845E-06],[1.824186E-07 -0.0002878781 0.002299077],[-0.08526505 -4.881467E-08 6.759216E-06]
[-0.0004492969 0.1002358 -0.003466426],[0.997949 0.06401398 3.957357E-05 -2.256024E-06],[2.045208E-07 -0.0003183044 0.00257767],[-0.09557679 -5.372603E-08 7.576742E-06]
[-0.0004492924 0.1002289 -0.003409289],[0.9980162 0.06295719 3.957595E-05 -2.214119E-06],[2.266449E-07 -0.0003471943 0.002856551],[-0.1058926 -5.929901E-08 8.39453E-06]
[-0.0004492874 0.1002215 -0.003346644],[0.9980887 0.06179874 3.957848E-05 -2.168184E-06],[2.484895E-07 -0.0003739382 0.00313192],[-0.1160709 -6.583764E-08 9.201376E-06]
[-0.000449282 0.1002136 -0.003278635],[0.9981657 0.06054138 3.95812E-05 -2.118322E-06],[2.69757E-07 -0.0003979412 0.003400028],[-0.1259725 -7.167213E-08 9.986335E-06]
[-0.0004492762 0.1002053 -0.00320548],[0.9982468 0.05918917 3.958402E-05 -2.064703E-06],[2.901597E-07 -0.0004187222 0.00365725],[-0.1354631 -7.595521E-08 1.07387E-05]
[-0.00044927 0.1001967 -0.003127465],[0.9983312 0.05774748 3.958696E-05 -2.007535E-06],[3.094265E-07 -0.0004358297 0.003900171],[-0.1444165 -8.135919E-08 1.144844E-05]
[-0.0004492635 0.1001879 -0.00304494],[0.9984183 0.0562228 3.958998E-05 -1.947073E-06],[3.273075E-07 -0.0004489527 0.004125637],[-0.1527163 -8.622006E-08 1.210636E-05]
[-0.0004492566 0.1001788 -0.002958311],[0.9985071 0.05462268 3.959305E-05 -1.883628E-06],[3.435778E-07 -0.0004579103 0.004330817],[-0.1602588 -8.936038E-08 1.270437E-05]
[-0.0004492495 0.1001697 -0.002868032],[0.9985968 0.05295555 3.959614E-05 -1.817524E-06],[3.580437E-07 -0.0004625695 0.004513264],[-0.1669543 -9.418105E-08 1.323503E-05]
[-0.000449242 0.1001606 -0.002774598],[0.9986869 0.05123061 3.959923E-05 -1.749125E-06],[3.705429E-07 -0.0004629724 0.004670932],[-0.1727284 -9.679369E-08 1.369288E-05]
[-0.0004492344 0.1001516 -0.002678538],[0.9987763 0.04945762 3.960226E-05 -1.678827E-06],[3.809484E-07 -0.0004592484 0.004802218],[-0.1775236 -9.94319E-08 1.407302E-05]
[-0.0004492266 0.1001427 -0.002580403],[0.9988642 0.04764676 3.960524E-05 -1.607023E-06],[3.891709E-07 -0.0004516047 0.004905999],[-0.1812996 -1.01621E-07 1.437236E-05]
[-0.0004492187 0.1001341 -0.002480755],[0.9989502 0.04580844 3.960815E-05 -1.534136E-06],[3.951594E-07 -0.0004403534 0.004981619],[-0.1840338 -1.044994E-07 1.458896E-05]
[-0.0004492108 0.1001258 -0.002380161],[0.9990336 0.04395309 3.961092E-05 -1.460572E-06],[3.988998E-07 -0.0004258751 0.005028904],[-0.1857215 -1.052307E-07 1.472277E-05]
[-0.0004492028 0.1001178 -0.002279183],[0.9991139 0.04209108 3.961357E-05 -1.386743E-06],[4.004154E-07 -0.0004086338 0.005048146],[-0.1863748 -1.040221E-07 1.477459E-05]
[-0.0004491947 0.1001102 -0.002178368],[0.9991903 0.04023242 3.961608E-05 -1.31305E-06],[3.997669E-07 -0.0003890737 0.005040105],[-0.186023 -1.039472E-07 1.474674E-05]
[-0.0004491868 0.100103 -0.002078235],[0.999263 0.03838674 3.961843E-05 -1.239874E-06],[3.970474E-07 -0.0003677058 0.005005952],[-0.1847107 -1.050088E-07 1.464266E-05]
[-0.0004491789 0.1000963 -0.001979277],[0.9993314 0.03656306 3.962065E-05 -1.16757E-06],[3.92382E-07 -0.0003450301 0.004947261],[-0.1824969 -1.038258E-07 1.446718E-05]
[-0.0004491712 0.10009 -0.001881946],[0.9993954 0.03476967 3.962268E-05 -1.096468E-06],[3.859235E-07 -0.0003215185 0.004865957],[-0.1794532 -1.011586E-07 1.422591E-05]
[-0.0004491637 0.1000843 -0.00178665],[0.999455 0.03301405 3.962452E-05 -1.026859E-06],[3.778491E-07 -0.0002976191 0.004764274],[-0.1756627 -9.851498E-08 1.392538E-05]
[-0.0004491563 0.100079 -0.001693746],[0.99951 0.03130277 3.962623E-05 -9.590119E-07],[3.683563E-07 -0.0002737812 0.004644696],[-0.1712172 -9.584892E-08 1.357301E-05]
[-0.0004491491 0.1000741 -0.00160354],[0.9995607 0.02964138 3.962777E-05 -8.931528E-07],[3.576574E-07 -0.0002503434 0.0045099],[-0.1662158 -9.362837E-08 1.31765E-05]
[-0.0004491422 0.1000697 -0.001516278],[0.999607 0.02803442 3.962915E-05 -8.294435E-07],[3.459776E-07 -0.0002276208 0.004362726],[-0.1607629 -9.062583E-08 1.274426E-05]
[-0.0004491356 0.1000657 -0.001432149],[0.9996492 0.02648534 3.96304E-05 -7.680292E-07],[3.335476E-07 -0.0002058962 0.004206083],[-0.1549656 -8.653733E-08 1.228469E-05]
[-0.0004491291 0.1000622 -0.001351285],[0.9996876 0.02499651 3.96315E-05 -7.09008E-07],[3.206005E-07 -0.0001853494 0.004042908],[-0.1489318 -8.362625E-08 1.180639E-05]
[-0.000449123 0.100059 -0.001273758],[0.9997222 0.02356924 3.963247E-05 -6.524294E-07],[3.073671E-07 -0.0001661285 0.003876109],[-0.1427685 -8.109583E-08 1.131777E-05]
[-0.0004491171 0.1000561 -0.001199583],[0.9997535 0.02220381 3.963333E-05 -5.982939E-07],[2.940711E-07 -0.0001483369 0.003708514],[-0.1365794 -7.670496E-08 1.082719E-05]
[-0.0004491115 0.1000536 -0.001128723],[0.9997816 0.02089948 3.963407E-05 -5.465884E-07],[2.809262E-07 -0.0001320212 0.003542813],[-0.1304632 -7.423145E-08 1.03423E-05]
[-0.0004491062 0.1000513 -0.00106109],[0.9998069 0.01965462 3.963472E-05 -4.972391E-07],[2.681309E-07 -0.0001171802 0.003381511],[-0.1245117 -7.027229E-08 9.870482E-06]
[-0.000449101 0.1000493 -0.0009965494],[0.9998295 0.01846674 3.963528E-05 -4.501491E-07],[2.55867E-07 -0.0001037698 0.003226904],[-0.1188089 -6.783463E-08 9.418403E-06]
[-0.0004490961 0.1000476 -0.0009349266],[0.9998498 0.01733263 3.963577E-05 -4.051894E-07],[2.442954E-07 -9.175993E-05 0.00308102],[-0.1134294 -6.318596E-08 8.991977E-06]
[-0.0004490915 0.100046 -0.0008760127],[0.9998681 0.01624841 3.96362E-05 -3.622112E-07],[2.335544E-07 -8.103147E-05 0.002945603],[-0.1084369 -6.042817E-08 8.596173E-06]
[-0.000449087 0.1000446 -0.0008195691],[0.9998843 0.0152097 3.963653E-05 -3.21035E-07],[2.237588E-07 -7.150978E-05 0.002822103],[-0.1038846 -5.80563E-08 8.235297E-06]
[-0.0004490827 0.1000434 -0.000765335],[0.999899 0.01421167 3.963684E-05 -2.814705E-07],[2.149969E-07 -6.307605E-05 0.002711636],[-0.0998131 -5.570518E-08 7.912537E-06]
[-0.0004490786 0.1000424 -0.0007130341],[0.9999123 0.01324925 3.96371E-05 -2.43321E-07],[2.073315E-07 -5.561068E-05 0.002614993],[-0.09625157 -5.374525E-08 7.630202E-06]
[-0.0004490745 0.1000414 -0.0006623804],[0.9999241 0.01231716 3.96373E-05 -2.063708E-07],[2.007991E-07 -4.897982E-05 0.002532639],[-0.09321665 -5.328303E-08 7.389644E-06]
[-0.0004490706 0.1000406 -0.0006130855],[0.999935 0.01141009 3.963747E-05 -1.704147E-07],[1.954102E-07 -4.306413E-05 0.002464701],[-0.09071302 -5.098028E-08 7.191138E-06]
[-0.0004490668 0.1000399 -0.000564865],[0.9999447 0.01052281 3.96376E-05 -1.352445E-07],[1.911499E-07 -3.774451E-05 0.002410998],[-0.08873384 -5.055192E-08 7.034286E-06]
[-0.0004490631 0.1000393 -0.0005174434],[0.9999535 0.009650237 3.963772E-05 -1.006542E-07],[1.879804E-07 -3.291659E-05 0.002371051],[-0.08726137 -4.975978E-08 6.917537E-06]
[-0.0004490593 0.1000388 -0.0004705607],[0.9999614 0.008787595 3.963778E-05 -6.645919E-08],[1.858421E-07 -2.844628E-05 0.002344108],[-0.08626781 -4.971644E-08 6.838798E-06]
[-0.0004490556 0.1000383 -0.000423977],[0.9999686 0.007930464 3.963783E-05 -3.248482E-08],[1.84655E-07 -2.42442E-05 0.002329164],[-0.08571619 -4.744784E-08 6.795019E-06]
[-0.0004490519 0.100038 -0.0003774769],[0.999975 0.007074873 3.963784E-05 1.431811E-09],[1.843223E-07 -2.022091E-05 0.002324995],[-0.08556138 -4.890285E-08 6.782745E-06]
[-0.0004490482 0.1000377 -0.0003308725],[0.9999807 0.006217375 3.963782E-05 3.542015E-08],[1.847327E-07 -1.627214E-05 0.0023302],[-0.08575175 -4.850292E-08 6.79785E-06]
[-0.0004490445 0.1000375 -0.000284008],[0.9999857 0.005355089 3.963778E-05 6.959971E-08],[1.857627E-07 -1.235314E-05 0.002343222],[-0.08623005 -4.846937E-08 6.835759E-06]
[-0.0004490408 0.1000374 -0.0002367599],[0.99999 0.004485749 3.96377E-05 1.040588E-07],[1.872807E-07 -8.374535E-06 0.002362398],[-0.0869351 -4.956232E-08 6.89166E-06]
[-0.000449037 0.1000373 -0.0001890399],[0.9999936 0.003607725 3.96376E-05 1.388636E-07],[1.891492E-07 -4.306551E-06 0.002385998],[-0.08780313 -4.842343E-08 6.960472E-06]
[-0.0004490332 0.1000374 -0.0001407948],[0.9999964 0.002720038 3.963746E-05 1.740478E-07],[1.912282E-07 -1.193282E-07 0.002412253],[-0.08876913 -5.061722E-08 7.037064E-06]
[-0.0004490293 0.1000375 -9.200686E-05],[0.9999984 0.001822356 3.963729E-05 2.096315E-07],[1.933781E-07 4.20208E-06 0.002439403],[-0.08976842 -5.021142E-08 7.116278E-06]
[-0.0004490254 0.1000377 -4.269249E-05],[0.9999996 0.0009149821 3.963706E-05 2.455957E-07],[1.954623E-07 8.672376E-06 0.002465726],[-0.09073745 -5.016862E-08 7.193088E-06]
[-0.0004490214 0.100038 7.09873E-06],[1.0 -1.175562E-06 3.963684E-05 2.819127E-07],[1.973501E-07 1.327685E-05 0.002489574],[-0.09161577 -5.162147E-08 7.262701E-06]
[-0.0004490175 0.1000384 5.72865E-05],[0.9999996 -0.0009246435 3.963656E-05 3.185124E-07],[1.9892E-07 1.798563E-05 0.00250941],[-0.09234681 -5.196152E-08 7.320662E-06]
[-0.0004490135 0.1000389 0.0001077627],[0.9999983 -0.001853433 3.963625E-05 3.553282E-07],[2.000607E-07 2.275405E-05 0.002523833],[-0.092879 -5.228615E-08 7.362873E-06]
[-0.0004490094 0.1000395 0.0001583941],[0.9999962 -0.002785093 3.963589E-05 3.922558E-07],[2.006731E-07 2.752245E-05 0.002531593],[-0.09316627 -5.149986E-08 7.385609E-06]
[-0.0004490054 0.1000402 0.0002090261],[0.9999931 -0.003716786 3.96355E-05 4.291844E-07],[2.006736E-07 3.22462E-05 0.002531633],[-0.09316982 -5.257813E-08 7.385927E-06]
[-0.0004490015 0.100041 0.0002594871],[0.9999893 -0.004645354 3.96351E-05 4.659869E-07],[1.999934E-07 3.683587E-05 0.002523085],[-0.09285758 -5.289513E-08 7.36117E-06]
[-0.0004489975 0.1000419 0.0003095918],[0.9999846 -0.00556739 3.963465E-05 5.025322E-07],[1.985791E-07 4.123173E-05 0.002505275],[-0.09220478 -5.211491E-08 7.309419E-06]
[-0.0004489936 0.1000428 0.0003591462],[0.9999791 -0.006479323 3.963417E-05 5.386751E-07],[1.963956E-07 4.534449E-05 0.00247776],[-0.09119502 -5.207334E-08 7.229376E-06]
[-0.0004489897 0.1000438 0.0004079512],[0.9999728 -0.007377496 3.963368E-05 5.742775E-07],[1.934239E-07 4.911469E-05 0.002440301],[-0.08981946 -5.131164E-08 7.120329E-06]
[-0.0004489859 0.1000449 0.000455808],[0.9999659 -0.008258245 3.963316E-05 6.091857E-07],[1.896633E-07 5.245254E-05 0.002392885],[-0.08807757 -4.977727E-08 6.982239E-06]
[-0.0004489822 0.1000461 0.0005025206],[0.9999585 -0.00911797 3.963261E-05 6.432569E-07],[1.851274E-07 5.532858E-05 0.002335688],[-0.08597576 -4.937754E-08 6.815634E-06]
[-0.0004489786 0.1000473 0.0005479017],[0.9999505 -0.009953216 3.963207E-05 6.76361E-07],[1.798478E-07 5.765336E-05 0.002269106],[-0.08352842 -4.604008E-08 6.621578E-06]
[-0.0004489751 0.1000485 0.0005917748],[0.9999421 -0.01076074 3.96315E-05 7.083664E-07],[1.738698E-07 5.939656E-05 0.002193707],[-0.08075644 -4.64063E-08 6.401881E-06]
[-0.0004489718 0.1000497 0.000633978],[0.9999335 -0.01153755 3.963094E-05 7.391544E-07],[1.6725E-07 6.054413E-05 0.00211021],[-0.07768618 -4.38169E-08 6.15847E-06]
[-0.0004489686 0.100051 0.0006743672],[0.9999246 -0.012281 3.963038E-05 7.6862E-07],[1.600596E-07 6.108069E-05 0.002019511],[-0.07435056 -4.2341E-08 5.89405E-06]
[-0.0004489655 0.1000523 0.0007128182],[0.9999157 -0.01298881 3.962983E-05 7.966761E-07],[1.523771E-07 6.102099E-05 0.0019226],[-0.07078595 -3.979344E-08 5.611458E-06]
[-0.0004489626 0.1000535 0.000749229],[0.9999067 -0.01365908 3.962929E-05 8.232411E-07],[1.442906E-07 6.036513E-05 0.001820588],[-0.06703316 -3.760029E-08 5.313957E-06]
[-0.0004489599 0.1000547 0.0007835213],[0.9998979 -0.01429037 3.962876E-05 8.482592E-07],[1.358934E-07 5.914394E-05 0.001714653],[-0.06313553 -3.543222E-08 5.00498E-06]
[-0.0004489574 0.1000559 0.000815641],[0.9998893 -0.01488169 3.962826E-05 8.71693E-07],[1.272834E-07 5.742939E-05 0.001606029],[-0.05913847 -3.292342E-08 4.688111E-06]
[-0.000448955 0.100057 0.0008455594],[0.999881 -0.01543251 3.962777E-05 8.935232E-07],[1.185589E-07 5.526938E-05 0.001495957],[-0.05508776 -3.116152E-08 4.367011E-06]
[-0.0004489528 0.1000581 0.0008732729],[0.999873 -0.01594274 3.962731E-05 9.137451E-07],[1.098198E-07 5.272083E-05 0.0013857],[-0.05102968 -2.905021E-08 4.045318E-06]
[-0.0004489508 0.1000591 0.0008988018],[0.9998654 -0.01641277 3.962687E-05 9.323771E-07],[1.011627E-07 4.987458E-05 0.001276474],[-0.04700918 -2.696532E-08 3.726606E-06]
[-0.0004489489 0.10006 0.0009221905],[0.9998581 -0.01684341 3.962647E-05 9.494406E-07],[9.268122E-08 4.679005E-05 0.001169463],[-0.04306986 -2.449336E-08 3.41431E-06]
[-0.0004489472 0.1000609 0.0009435056],[0.9998515 -0.01723588 3.962608E-05 9.649988E-07],[8.446357E-08 4.357131E-05 0.001065778],[-0.03925266 -2.318248E-08 3.111733E-06]
[-0.0004489457 0.1000617 0.0009628339],[0.9998453 -0.01759177 3.962575E-05 9.790997E-07],[7.658986E-08 4.026387E-05 0.0009664316],[-0.0355949 -2.111073E-08 2.82177E-06]
[-0.0004489443 0.1000625 0.0009802805],[0.9998397 -0.01791303 3.962543E-05 9.918335E-07],[6.913349E-08 3.697006E-05 0.0008723494],[-0.03213068 -1.838096E-08 2.547122E-06]
[-0.0004489431 0.1000631 0.0009959668],[0.9998344 -0.01820187 3.962513E-05 1.003281E-06],[6.215655E-08 3.373708E-05 0.0007843156],[-0.02888899 -1.671964E-08 2.290149E-06]
[-0.000448942 0.1000638 0.001010027],[0.9998296 -0.01846077 3.962487E-05 1.013543E-06],[5.571206E-08 3.06514E-05 0.0007029996],[-0.02589448 -1.472941E-08 2.052755E-06]
[-0.000448941 0.1000643 0.001022605],[0.9998252 -0.0186924 3.962464E-05 1.022725E-06],[4.984174E-08 2.774675E-05 0.0006289276],[-0.02316662 -1.20015E-08 1.836464E-06]
[-0.0004489401 0.1000648 0.001033854],[0.9998214 -0.01889956 3.962442E-05 1.030931E-06],[4.45756E-08 2.507838E-05 0.0005624786],[-0.02071938 -1.260387E-08 1.642532E-06]
[-0.0004489393 0.1000653 0.001043932],[0.9998178 -0.01908514 3.962424E-05 1.038284E-06],[3.993191E-08 2.267972E-05 0.0005038837],[-0.01856137 -1.101333E-08 1.471447E-06]
[-0.0004489385 0.1000657 0.001052996],[0.9998147 -0.01925207 3.962407E-05 1.044901E-06],[3.591821E-08 2.056374E-05 0.0004532376],[-0.01669599 -9.075955E-09 1.323546E-06]
[-0.0004489379 0.1000661 0.001061206],[0.9998118 -0.01940325 3.962391E-05 1.050897E-06],[3.253001E-08 1.87603E-05 0.0004104842],[-0.01512132 -8.992625E-09 1.198741E-06]
[-0.0004489373 0.1000664 0.001068715],[0.9998091 -0.01954153 3.962376E-05 1.056373E-06],[2.975228E-08 1.726924E-05 0.0003754338],[-0.0138303 -8.148192E-09 1.096388E-06]
[-0.0004489367 0.1000667 0.00107567],[0.9998066 -0.01966962 3.962363E-05 1.061449E-06],[2.755983E-08 1.609338E-05 0.0003477688],[-0.01281136 -6.966294E-09 1.015591E-06]
[-0.0004489362 0.100067 0.001082211],[0.9998042 -0.01979008 3.96235E-05 1.066225E-06],[2.591852E-08 1.521419E-05 0.0003270581],[-0.01204855 -6.904769E-09 9.551339E-07]
[-0.0004489358 0.1000673 0.001088466],[0.9998019 -0.01990528 3.962338E-05 1.070789E-06],[2.478564E-08 1.463308E-05 0.0003127634],[-0.01152208 -6.458741E-09 9.133989E-07]
[-0.0004489353 0.1000676 0.001094552],[0.9997996 -0.02001734 3.962325E-05 1.075232E-06],[2.41111E-08 1.430528E-05 0.0003042519],[-0.01120865 -6.405011E-09 8.885612E-07]
[-0.0004489348 0.1000679 0.001100568],[0.9997974 -0.02012814 3.962314E-05 1.079623E-06],[2.383915E-08 1.421534E-05 0.0003008208],[-0.01108234 -5.988486E-09 8.785233E-07]
[-0.0004489343 0.1000682 0.001106602],[0.9997953 -0.02023928 3.962302E-05 1.084024E-06],[2.390997E-08 1.431982E-05 0.0003017149],[-0.0111154 -6.645736E-09 8.81171E-07]
[-0.0004489338 0.1000685 0.001112725],[0.9997929 -0.02035204 3.962289E-05 1.088494E-06],[2.426013E-08 1.460374E-05 0.0003061339],[-0.01127835 -6.25571E-09 8.940763E-07]
[-0.0004489333 0.1000688 0.00111899],[0.9997905 -0.02046742 3.962277E-05 1.093067E-06],[2.482401E-08 1.500514E-05 0.0003132499],[-0.01154059 -6.189901E-09 9.14853E-07]
[-0.0004489328 0.1000691 0.001125434],[0.9997881 -0.02058611 3.962262E-05 1.097769E-06],[2.553577E-08 1.551164E-05 0.000322232],[-0.01187165 -6.118443E-09 9.410908E-07]
[-0.0004489323 0.1000694 0.001132079],[0.9997856 -0.0207085 3.96225E-05 1.102621E-06],[2.63303E-08 1.607849E-05 0.0003322587],[-0.01224119 -7.567126E-09 9.70426E-07]
[-0.0004489317 0.1000698 0.00113893],[0.999783 -0.02083467 3.962235E-05 1.107625E-06],[2.714462E-08 1.665928E-05 0.000342535],[-0.01261996 -6.035788E-09 1.000392E-06]
[-0.0004489312 0.1000701 0.001145976],[0.9997803 -0.02096444 3.962222E-05 1.112762E-06],[2.791919E-08 1.722619E-05 0.0003523101],[-0.01298026 -8.16648E-09 1.029026E-06]
[-0.0004489306 0.1000705 0.001153194],[0.9997775 -0.02109738 3.962207E-05 1.118034E-06],[2.859859E-08 1.773227E-05 0.0003608838],[-0.01329631 -7.770261E-09 1.054064E-06]
[-0.00044893 0.1000708 0.001160546],[0.9997746 -0.02123279 3.962192E-05 1.123401E-06],[2.913258E-08 1.816466E-05 0.0003676229],[-0.01354477 -7.716282E-09 1.073755E-06]
[-0.0004489294 0.1000712 0.001167985],[0.9997717 -0.02136981 3.962177E-05 1.128831E-06],[2.947622E-08 1.847917E-05 0.0003719601],[-0.01370478 -8.009542E-09 1.086441E-06]
[-0.0004489289 0.1000716 0.001175454],[0.9997687 -0.02150737 3.962161E-05 1.134283E-06],[2.959293E-08 1.865461E-05 0.0003734335],[-0.01375922 -7.594539E-09 1.090735E-06]
[-0.0004489283 0.1000719 0.001182887],[0.9997658 -0.02164427 3.962146E-05 1.139706E-06],[2.945101E-08 1.867206E-05 0.0003716433],[-0.01369347 -7.517239E-09 1.08553E-06]
[-0.0004489277 0.1000723 0.001190213],[0.9997628 -0.02177921 3.96213E-05 1.145052E-06],[2.902799E-08 1.849206E-05 0.0003663059],[-0.01349698 -7.837015E-09 1.069955E-06]
[-0.0004489271 0.1000727 0.001197357],[0.99976 -0.0219108 3.962115E-05 1.150269E-06],[2.830799E-08 1.813494E-05 0.0003572209],[-0.0131624 -7.409346E-09 1.043433E-06]
[-0.0004489266 0.100073 0.001204243],[0.9997572 -0.02203763 3.9621E-05 1.155296E-06],[2.72837E-08 1.756884E-05 0.000344296],[-0.01268636 -7.36138E-09 1.005697E-06]
[-0.000448926 0.1000734 0.001210793],[0.9997545 -0.02215829 3.962086E-05 1.160079E-06],[2.595433E-08 1.679378E-05 0.000327521],[-0.01206837 -7.307392E-09 9.567233E-07]
[-0.0004489256 0.1000737 0.001216933],[0.999752 -0.02227138 3.962074E-05 1.164559E-06],[2.4327E-08 1.582477E-05 0.0003069863],[-0.01131188 -7.226639E-09 8.96761E-07]
[-0.0004489251 0.100074 0.00122259],[0.9997497 -0.02237559 3.96206E-05 1.168689E-06],[2.241535E-08 1.463308E-05 0.0002828632],[-0.01042307 -5.349947E-09 8.262643E-07]
[-0.0004489247 0.1000742 0.001227699],[0.9997476 -0.02246968 3.96205E-05 1.172418E-06],[2.024004E-08 1.327545E-05 0.0002554131],[-0.009411724 -4.92879E-09 7.460808E-07]
[-0.0004489244 0.1000745 0.001232198],[0.9997457 -0.02255256 3.962039E-05 1.175704E-06],[1.782702E-08 1.172869E-05 0.0002249629],[-0.008289718 -5.635128E-09 6.571865E-07]
[-0.0004489241 0.1000747 0.001236035],[0.9997441 -0.02262324 3.962031E-05 1.178504E-06],[1.52054E-08 1.004338E-05 0.0001918804],[-0.007070722 -3.353708E-09 5.60494E-07]
[-0.0004489238 0.1000748 0.001239168],[0.9997428 -0.02268094 3.962024E-05 1.18079E-06],[1.241118E-08 8.223901E-06 0.0001566197],[-0.005771435 -3.722253E-09 4.57538E-07]
[-0.0004489236 0.100075 0.001241561],[0.9997418 -0.02272502 3.962019E-05 1.182539E-06],[9.481604E-09 6.288466E-06 0.0001196507],[-0.00440913 -1.830733E-09 3.495118E-07]
[-0.0004489235 0.1000751 0.001243191],[0.9997411 -0.02275505 3.962016E-05 1.183732E-06],[6.457793E-09 4.291475E-06 8.149259E-05],[-0.003003037 -1.443802E-09 2.380492E-07]
[-0.0004489234 0.1000751 0.001244044],[0.9997408 -0.02277076 3.962014E-05 1.18435E-06],[3.38083E-09 2.251615E-06 4.266356E-05],[-0.001572194 -1.392299E-09 1.246498E-07]
[-0.0004489234 0.1000751 0.001244118],[0.9997407 -0.02277213 3.962014E-05 1.184404E-06],[2.93135E-10 1.939808E-07 3.699211E-06],[-0.0001363117 8.174299E-10 1.07804E-08]
[-0.0004489235 0.1000751 0.001243421],[0.999741 -0.02275928 3.962016E-05 1.183897E-06],[-2.763138E-09 -1.833108E-06 -3.486871E-05],[0.001284926 8.195541E-10 -1.018601E-07]
[-0.0004489236 0.100075 0.00124197],[0.9997416 -0.02273256 3.962018E-05 1.18284E-06],[-5.747227E-09 -3.82892E-06 -7.252583E-05],[0.002672614 4.213485E-10 -2.118255E-07]
[-0.0004489238 0.1000749 0.001239794],[0.9997425 -0.02269248 3.962022E-05 1.181248E-06],[-8.620552E-09 -5.736681E-06 -0.000108785],[0.00400879 1.955041E-09 -3.177737E-07]
[-0.000448924 0.1000747 0.001236931],[0.9997437 -0.02263974 3.96203E-05 1.179157E-06],[-1.134621E-08 -7.525322E-06 -0.0001431806],[0.005276234 2.289811E-09 -4.182385E-07]
[-0.0004489243 0.1000745 0.001233425],[0.9997452 -0.02257515 3.962036E-05 1.176598E-06],[-1.389141E-08 -9.208977E-06 -0.0001752991],[0.006459789 4.132736E-09 -5.12105E-07]
[-0.0004489246 0.1000743 0.001229329],[0.9997469 -0.02249972 3.962047E-05 1.17361E-06],[-1.622695E-08 -1.072939E-05 -0.0002047717],[0.007545817 4.07467E-09 -5.981777E-07]
[-0.000448925 0.1000741 0.001224704],[0.9997488 -0.02241451 3.962056E-05 1.170229E-06],[-1.832871E-08 -1.207012E-05 -0.000231294],[0.008523039 4.081341E-09 -6.756334E-07]
[-0.0004489254 0.1000738 0.001219611],[0.9997509 -0.02232071 3.962068E-05 1.166516E-06],[-2.017637E-08 -1.324731E-05 -0.0002546096],[0.009382142 6.246364E-09 -7.437885E-07]
[-0.0004489258 0.1000735 0.001214121],[0.9997532 -0.02221957 3.962078E-05 1.162506E-06],[-2.175511E-08 -1.423014E-05 -0.0002745316],[0.01011613 6.596482E-09 -8.019671E-07]
[-0.0004489263 0.1000732 0.001208302],[0.9997556 -0.0221124 3.96209E-05 1.158259E-06],[-2.305426E-08 -1.502098E-05 -0.0002909256],[0.01072014 5.457157E-09 -8.498092E-07]
[-0.0004489267 0.1000729 0.001202228],[0.9997579 -0.02200051 3.962104E-05 1.153822E-06],[-2.406902E-08 -1.561624E-05 -0.0003037304],[0.01119184 5.401578E-09 -8.87185E-07]
[-0.0004489272 0.1000726 0.001195968],[0.9997605 -0.02188522 3.962116E-05 1.149257E-06],[-2.480022E-08 -1.603273E-05 -0.000312957],[0.0115317 7.557146E-09 -9.142071E-07]
[-0.0004489277 0.1000723 0.001189595],[0.9997631 -0.02176783 3.962131E-05 1.144605E-06],[-2.525251E-08 -1.624238E-05 -0.0003186641],[0.01174184 7.533815E-09 -9.308463E-07]
[-0.0004489282 0.1000719 0.001183175],[0.9997656 -0.02164959 3.962145E-05 1.139917E-06],[-2.543558E-08 -1.628717E-05 -0.0003209738],[0.0118268 7.482746E-09 -9.375782E-07]
