position,rotation,velocity,angular_velocity
[-0.0004487897 0.100237 0.002932337],[0.9985437 -0.05394749 3.956391E-05 2.419758E-06],[1.94816E-08 2.996717E-05 0.0002459643],[-0.009118232 -4.382857E-09 7.227653E-07]
[-0.0004487894 0.1002375 0.002936362],[0.9985398 -0.054022 3.956373E-05 2.422709E-06],[1.594162E-08 2.457189E-05 0.0002012709],[-0.007461647 -4.719676E-09 5.915598E-07]
[-0.0004487891 0.1002378 0.002939458],[0.9985367 -0.05407931 3.956359E-05 2.424983E-06],[1.226267E-08 1.891368E-05 0.0001548223],[-0.005739719 -2.799598E-09 4.549507E-07]
[-0.0004487889 0.1002381 0.002941612],[0.9985346 -0.05411917 3.956349E-05 2.426561E-06],[8.527836E-09 1.316905E-05 0.0001076683],[-0.003991677 -3.103015E-09 3.164876E-07]
[-0.0004487888 0.1002382 0.002942829],[0.9985332 -0.05414169 3.956343E-05 2.427455E-06],[4.820087E-09 7.452954E-06 6.085617E-05],[-0.002256203 -6.049921E-10 1.788304E-07]
[-0.0004487888 0.1002383 0.002943135],[0.998533 -0.05414737 3.956342E-05 2.427674E-06],[1.214734E-09 1.874273E-06 1.533655E-05],[-0.0005685815 -4.088632E-10 4.507133E-08]
[-0.0004487889 0.1002382 0.002942575],[0.9985336 -0.05413701 3.956345E-05 2.427269E-06],[-2.217197E-09 -3.428702E-06 -2.799335E-05],[0.001037819 9.189518E-10 -8.231603E-08]
[-0.000448789 0.100238 0.00294121],[0.9985349 -0.05411171 3.956351E-05 2.426267E-06],[-5.412811E-09 -8.373669E-06 -6.833956E-05],[0.00253364 1.318355E-09 -2.008342E-07]
[-0.0004487892 0.1002378 0.002939108],[0.9985371 -0.05407284 3.956359E-05 2.424725E-06],[-8.317668E-09 -1.285902E-05 -0.0001050149],[0.003893316 2.424492E-09 -3.086559E-07]
[-0.0004487893 0.1002375 0.00293636],[0.9985398 -0.05402196 3.956373E-05 2.422709E-06],[-1.088633E-08 -1.680573E-05 -0.0001374454],[0.005095568 2.391553E-09 -4.038937E-07]
[-0.0004487896 0.100237 0.002933057],[0.9985431 -0.05396082 3.956387E-05 2.420285E-06],[-1.308226E-08 -2.017802E-05 -0.0001651699],[0.006123348 2.492278E-09 -4.853526E-07]
[-0.0004487899 0.1002366 0.0029293],[0.9985468 -0.05389128 3.956403E-05 2.417533E-06],[-1.487874E-08 -2.293236E-05 -0.0001878515],[0.006964148 3.892635E-09 -5.520515E-07]
[-0.0004487902 0.1002361 0.002925194],[0.998551 -0.05381529 3.956422E-05 2.414521E-06],[-1.625863E-08 -2.503211E-05 -0.0002052729],[0.007609882 4.609636E-09 -6.033208E-07]
[-0.0004487906 0.1002356 0.002920847],[0.9985553 -0.05373482 3.956442E-05 2.411332E-06],[-1.721626E-08 -2.646578E-05 -0.0002173632],[0.008057898 4.9226E-09 -6.388339E-07]
[-0.0004487909 0.100235 0.002916364],[0.9985598 -0.05365185 3.956461E-05 2.408043E-06],[-1.775285E-08 -2.725422E-05 -0.0002241377],[0.008308862 3.860616E-09 -6.586111E-07]
[-0.0004487913 0.1002345 0.002911849],[0.9985642 -0.05356829 3.956482E-05 2.404734E-06],[-1.787988E-08 -2.741747E-05 -0.0002257412],[0.008368145 4.860422E-09 -6.634053E-07]
[-0.0004487916 0.1002339 0.002907401],[0.9985687 -0.05348596 3.956502E-05 2.401472E-06],[-1.761675E-08 -2.696889E-05 -0.0002224189],[0.008244785 4.77607E-09 -6.536195E-07]
[-0.000448792 0.1002334 0.002903111],[0.9985729 -0.05340657 3.956521E-05 2.398328E-06],[-1.698945E-08 -2.597313E-05 -0.0002144987],[0.007951043 4.382631E-09 -6.303204E-07]
[-0.0004487923 0.1002329 0.002899063],[0.9985769 -0.05333165 3.956539E-05 2.395359E-06],[-1.603168E-08 -2.448182E-05 -0.0002024063],[0.007502724 4.306425E-09 -5.94774E-07]
[-0.0004487926 0.1002325 0.00289533],[0.9985806 -0.05326257 3.956556E-05 2.392623E-06],[-1.478076E-08 -2.254505E-05 -0.0001866126],[0.006917146 4.019403E-09 -5.483507E-07]
[-0.0004487929 0.1002321 0.002891977],[0.9985839 -0.05320052 3.95657E-05 2.390166E-06],[-1.327888E-08 -2.023393E-05 -0.0001676508],[0.006214199 3.584989E-09 -4.926378E-07]
[-0.0004487931 0.1002317 0.002889055],[0.9985868 -0.05314644 3.956583E-05 2.388023E-06],[-1.157209E-08 -1.761459E-05 -0.0001461019],[0.005415366 2.41412E-09 -4.292521E-07]
[-0.0004487933 0.1002314 0.002886604],[0.9985892 -0.05310108 3.956593E-05 2.386223E-06],[-9.707919E-09 -1.476523E-05 -0.0001225659],[0.004542927 2.030687E-09 -3.600872E-07]
[-0.0004487934 0.1002312 0.002884651],[0.9985911 -0.05306494 3.956602E-05 2.384792E-06],[-7.733925E-09 -1.174353E-05 -9.764327E-05],[0.003619067 2.347469E-09 -2.868923E-07]
[-0.0004487936 0.100231 0.002883212],[0.9985926 -0.05303831 3.95661E-05 2.383737E-06],[-5.697865E-09 -8.649532E-06 -7.193744E-05],[0.002666305 5.021523E-10 -2.112908E-07]
[-0.0004487936 0.1002309 0.002882291],[0.9985934 -0.05302127 3.956613E-05 2.38306E-06],[-3.646562E-09 -5.536256E-06 -4.603896E-05],[0.001706445 5.875172E-10 -1.352721E-07]
[-0.0004487937 0.1002309 0.002881881],[0.9985939 -0.05301367 3.956616E-05 2.382759E-06],[-1.625248E-09 -2.465291E-06 -2.05192E-05],[0.0007605526 9.796911E-10 -6.034293E-08]
[-0.0004487937 0.1002309 0.002881963],[0.9985937 -0.05301519 3.956614E-05 2.382821E-06],[3.253172E-10 4.909596E-07 4.107187E-06],[-0.0001522116 9.754659E-10 1.196872E-08]
[-0.0004487936 0.1002309 0.002882509],[0.9985933 -0.05302532 3.956611E-05 2.383223E-06],[2.166337E-09 3.286186E-06 2.735073E-05],[-0.001013756 -1.294538E-09 8.044664E-08]
[-0.0004487935 0.100231 0.002883486],[0.9985922 -0.05304337 3.956608E-05 2.383938E-06],[3.865089E-09 5.862087E-06 4.8798E-05],[-0.001808663 -1.356584E-09 1.434045E-07]
[-0.0004487934 0.1002312 0.002884847],[0.9985909 -0.05306857 3.956602E-05 2.384933E-06],[5.392296E-09 8.185556E-06 6.807955E-05],[-0.002523358 -1.311947E-09 2.000397E-07]
[-0.0004487933 0.1002314 0.002886545],[0.9985892 -0.05309999 3.956594E-05 2.386178E-06],[6.724695E-09 1.02077E-05 8.49014E-05],[-0.003146814 -8.963324E-10 2.494112E-07]
[-0.0004487931 0.1002316 0.002888526],[0.9985873 -0.05313665 3.956585E-05 2.387636E-06],[7.844276E-09 1.192079E-05 9.903664E-05],[-0.003670772 -1.725086E-09 2.909418E-07]
[-0.000448793 0.1002319 0.002890732],[0.9985851 -0.05317748 3.956575E-05 2.38925E-06],[8.738064E-09 1.32776E-05 0.0001103209],[-0.004089001 -3.219074E-09 3.24196E-07]
[-0.0004487928 0.1002322 0.002893106],[0.9985828 -0.05322141 3.956566E-05 2.390986E-06],[9.399278E-09 1.430355E-05 0.0001186692],[-0.004398573 -3.454716E-09 3.487989E-07]
[-0.0004487926 0.1002325 0.002895587],[0.9985803 -0.05326733 3.956554E-05 2.39281E-06],[9.826378E-09 1.495972E-05 0.0001240616],[-0.004598453 -3.529748E-09 3.64592E-07]
[-0.0004487924 0.1002328 0.002898118],[0.9985778 -0.05331416 3.956544E-05 2.394665E-06],[1.00217E-08 1.527291E-05 0.0001265277],[-0.004689901 -3.433815E-09 3.718172E-07]
[-0.0004487922 0.1002331 0.002900641],[0.9985753 -0.05336086 3.956531E-05 2.396516E-06],[9.99381E-09 1.523174E-05 0.0001261756],[-0.004676851 -2.364196E-09 3.707346E-07]
[-0.000448792 0.1002334 0.002903104],[0.9985729 -0.05340644 3.956521E-05 2.39832E-06],[9.754336E-09 1.488664E-05 0.0001231523],[-0.004564893 -1.56104E-09 3.618175E-07]
[-0.0004487918 0.1002337 0.002905458],[0.9985706 -0.05345 3.95651E-05 2.400047E-06],[9.320592E-09 1.423099E-05 0.0001176761],[-0.00436193 -3.090106E-09 3.458462E-07]
[-0.0004487916 0.100234 0.002907657],[0.9985684 -0.05349071 3.956502E-05 2.40166E-06],[8.711273E-09 1.330711E-05 0.0001099834],[-0.004076812 -3.047115E-09 3.232285E-07]
[-0.0004487915 0.1002342 0.002909664],[0.9985664 -0.05352786 3.956492E-05 2.403131E-06],[7.94868E-09 1.215999E-05 0.0001003553],[-0.003720016 -2.734621E-09 2.949394E-07]
[-0.0004487913 0.1002344 0.002911446],[0.9985646 -0.05356084 3.956483E-05 2.404439E-06],[7.056877E-09 1.080203E-05 8.909599E-05],[-0.003302717 -1.114338E-09 2.617782E-07]
[-0.0004487912 0.1002346 0.002912977],[0.9985631 -0.05358917 3.956477E-05 2.405561E-06],[6.062221E-09 9.282378E-06 7.653802E-05],[-0.002837156 -8.243327E-10 2.248262E-07]
[-0.0004487911 0.1002348 0.002914237],[0.9985619 -0.0536125 3.956471E-05 2.406487E-06],[4.991577E-09 7.644296E-06 6.302074E-05],[-0.002336151 -1.509623E-09 1.8518E-07]
[-0.000448791 0.1002349 0.002915215],[0.9985609 -0.05363059 3.956466E-05 2.407204E-06],[3.871019E-09 5.937255E-06 4.887336E-05],[-0.001811739 -1.11188E-09 1.436306E-07]
[-0.000448791 0.1002349 0.002915904],[0.9985601 -0.05364333 3.956463E-05 2.407707E-06],[2.727244E-09 4.186033E-06 3.443272E-05],[-0.001276423 -7.169272E-10 1.011957E-07]
[-0.0004487909 0.100235 0.002916303],[0.9985598 -0.05365074 3.956463E-05 2.408004E-06],[1.58554E-09 2.429776E-06 2.001818E-05],[-0.0007420471 -1.098812E-09 5.885422E-08]
[-0.0004487909 0.100235 0.002916423],[0.9985597 -0.05365294 3.956462E-05 2.408088E-06],[4.701754E-10 7.145141E-07 5.936122E-06],[-0.0002200411 -1.055533E-09 1.755143E-08]
[-0.0004487909 0.100235 0.002916272],[0.9985598 -0.05365015 3.956462E-05 2.407977E-06],[-5.960485E-10 -9.091166E-07 -7.525303E-06],[0.0002789329 -1.898115E-11 -2.207531E-08]
[-0.000448791 0.1002349 0.002915869],[0.9985602 -0.0536427 3.956463E-05 2.407678E-06],[-1.593966E-09 -2.437504E-06 -2.012446E-05],[0.0007459404 4.143149E-10 -5.915763E-08]
[-0.000448791 0.1002349 0.002915237],[0.9985608 -0.05363099 3.956466E-05 2.407217E-06],[-2.505179E-09 -3.836977E-06 -3.162889E-05],[0.001172477 4.245364E-10 -9.293365E-08]
[-0.0004487911 0.1002348 0.0029144],[0.9985617 -0.0536155 3.95647E-05 2.406605E-06],[-3.31534E-09 -5.074674E-06 -4.185753E-05],[0.001551575 7.235231E-10 -1.22988E-07]
[-0.0004487912 0.1002347 0.002913387],[0.9985627 -0.05359675 3.956474E-05 2.405861E-06],[-4.011532E-09 -6.154587E-06 -5.064738E-05],[0.001877473 7.769229E-10 -1.488411E-07]
[-0.0004487913 0.1002345 0.002912229],[0.9985638 -0.05357531 3.95648E-05 2.405013E-06],[-4.586299E-09 -7.019494E-06 -5.790398E-05],[0.00214644 1.811705E-09 -1.702211E-07]
[-0.0004487913 0.1002344 0.002910958],[0.9985651 -0.05355179 3.956485E-05 2.404083E-06],[-5.032753E-09 -7.701546E-06 -6.354058E-05],[0.002355377 1.129898E-09 -1.867016E-07]
[-0.0004487915 0.1002342 0.002909607],[0.9985665 -0.0535268 3.956493E-05 2.403086E-06],[-5.34915E-09 -8.187069E-06 -6.753531E-05],[0.002503468 2.267892E-09 -1.985401E-07]
[-0.0004487916 0.100234 0.00290821],[0.9985679 -0.05350094 3.956498E-05 2.402065E-06],[-5.534952E-09 -8.475043E-06 -6.988111E-05],[0.002590445 6.521439E-10 -2.052545E-07]
[-0.0004487917 0.1002338 0.002906797],[0.9985693 -0.0534748 3.956503E-05 2.401031E-06],[-5.593779E-09 -8.554428E-06 -7.062375E-05],[0.002617883 6.358046E-10 -2.074274E-07]
[-0.0004487918 0.1002337 0.002905401],[0.9985706 -0.05344895 3.956511E-05 2.400005E-06],[-5.529781E-09 -8.448697E-06 -6.981569E-05],[0.00258794 6.455129E-10 -2.051073E-07]
[-0.0004487919 0.1002335 0.002904049],[0.9985719 -0.05342394 3.956517E-05 2.399016E-06],[-5.351678E-09 -8.171241E-06 -6.756697E-05],[0.002504533 7.072228E-10 -1.985101E-07]
[-0.000448792 0.1002334 0.002902769],[0.9985732 -0.05340025 3.956522E-05 2.398074E-06],[-5.06932E-09 -7.75017E-06 -6.400223E-05],[0.002372432 7.628547E-10 -1.880563E-07]
[-0.0004487921 0.1002332 0.002901584],[0.9985744 -0.05337831 3.956527E-05 2.397205E-06],[-4.694342E-09 -7.165515E-06 -5.926786E-05],[0.00219689 1.423801E-09 -1.741527E-07]
[-0.0004487922 0.1002331 0.002900514],[0.9985754 -0.05335851 3.956533E-05 2.396422E-06],[-4.238583E-09 -6.465916E-06 -5.351366E-05],[0.001983601 3.571925E-10 -1.572105E-07]
[-0.0004487923 0.100233 0.002899575],[0.9985764 -0.05334114 3.956536E-05 2.395732E-06],[-3.717348E-09 -5.678386E-06 -4.6933E-05],[0.001739718 1.104774E-09 -1.379403E-07]
[-0.0004487923 0.1002329 0.002898781],[0.9985772 -0.05332644 3.95654E-05 2.395149E-06],[-3.145091E-09 -4.792621E-06 -3.970797E-05],[0.001471806 -3.235119E-11 -1.166379E-07]
[-0.0004487924 0.1002328 0.002898141],[0.9985778 -0.05331459 3.956543E-05 2.394681E-06],[-2.535498E-09 -3.86111E-06 -3.201152E-05],[0.001186567 6.387316E-10 -9.404668E-08]
[-0.0004487924 0.1002327 0.00289766],[0.9985783 -0.05330569 3.956545E-05 2.394329E-06],[-1.904482E-09 -2.905726E-06 -2.404489E-05],[0.0008912864 6.858026E-10 -7.067164E-08]
[-0.0004487924 0.1002327 0.002897341],[0.9985786 -0.05329977 3.956547E-05 2.394095E-06],[-1.265985E-09 -1.923958E-06 -1.598346E-05],[0.0005924212 2.945214E-10 -4.694491E-08]
[-0.0004487924 0.1002327 0.00289718],[0.9985788 -0.05329681 3.956546E-05 2.393978E-06],[-6.343915E-10 -9.670117E-07 -8.009484E-06],[0.0002968502 -8.935619E-10 -2.342521E-08]
[-0.0004487924 0.1002327 0.002897174],[0.9985788 -0.0532967 3.956547E-05 2.393971E-06],[-2.274312E-11 -3.020727E-08 -2.870354E-07],[1.059398E-05 6.32223E-10 -8.610195E-10]
[-0.0004487924 0.1002327 0.002897315],[0.9985785 -0.0532993 3.956547E-05 2.394076E-06],[5.568089E-10 8.464993E-07 7.029824E-06],[-0.0002605806 6.056582E-10 2.057896E-08]
[-0.0004487924 0.1002327 0.002897591],[0.9985784 -0.05330442 3.956545E-05 2.394278E-06],[1.094347E-09 1.670934E-06 1.381661E-05],[-0.0005121285 -8.233143E-10 4.063185E-08]
[-0.0004487924 0.1002328 0.00289799],[0.998578 -0.0533118 3.956543E-05 2.39457E-06],[1.579628E-09 2.409673E-06 1.994343E-05],[-0.0007392487 -9.257249E-10 5.86218E-08]
[-0.0004487924 0.1002328 0.002898497],[0.9985775 -0.05332118 3.956542E-05 2.394943E-06],[2.006168E-09 3.055287E-06 2.532864E-05],[-0.0009388538 -1.593986E-09 7.454518E-08]
[-0.0004487923 0.1002329 0.002899094],[0.9985769 -0.05333224 3.956538E-05 2.39538E-06],[2.36686E-09 3.606081E-06 2.988242E-05],[-0.001107602 2.84996E-10 8.771869E-08]
[-0.0004487922 0.100233 0.002899766],[0.9985762 -0.05334466 3.956536E-05 2.395876E-06],[2.658666E-09 4.053116E-06 3.356673E-05],[-0.001244203 -1.671254E-09 9.868426E-08]
[-0.0004487922 0.1002331 0.002900493],[0.9985755 -0.05335811 3.956532E-05 2.396407E-06],[2.878074E-09 4.394422E-06 3.63368E-05],[-0.001346889 -1.562511E-09 1.068297E-07]
[-0.0004487921 0.1002332 0.002901256],[0.9985747 -0.05337224 3.95653E-05 2.396969E-06],[3.024386E-09 4.621447E-06 3.818408E-05],[-0.001415404 -1.590149E-09 1.122932E-07]
[-0.0004487921 0.1002333 0.002902039],[0.998574 -0.05338672 3.956526E-05 2.397541E-06],[3.098898E-09 4.72419E-06 3.912482E-05],[-0.001450223 -1.210078E-09 1.149914E-07]
[-0.000448792 0.1002334 0.002902822],[0.9985732 -0.05340123 3.956522E-05 2.398116E-06],[3.103745E-09 4.741034E-06 3.918594E-05],[-0.001452501 -1.178682E-09 1.151861E-07]
[-0.000448792 0.1002335 0.00290359],[0.9985724 -0.05341544 3.956518E-05 2.398681E-06],[3.041819E-09 4.646291E-06 3.840422E-05],[-0.001423578 -1.579978E-09 1.129278E-07]
[-0.0004487919 0.1002336 0.002904328],[0.9985717 -0.05342909 3.956516E-05 2.399219E-06],[2.919082E-09 4.455592E-06 3.685451E-05],[-0.001366086 -1.49632E-09 1.083254E-07]
[-0.0004487918 0.1002336 0.002905019],[0.998571 -0.05344189 3.956513E-05 2.399725E-06],[2.740534E-09 4.189054E-06 3.460037E-05],[-0.001282581 -1.181691E-09 1.01716E-07]
[-0.0004487918 0.1002337 0.002905654],[0.9985704 -0.05345364 3.956509E-05 2.400192E-06],[2.512621E-09 3.841627E-06 3.172291E-05],[-0.001175896 -1.511966E-09 9.331435E-08]
[-0.0004487917 0.1002338 0.00290622],[0.9985698 -0.05346412 3.956507E-05 2.400605E-06],[2.243046E-09 3.429473E-06 2.831928E-05],[-0.001049757 3.815444E-10 8.315188E-08]
[-0.0004487917 0.1002338 0.00290671],[0.9985694 -0.05347319 3.956505E-05 2.400967E-06],[1.94064E-09 2.967566E-06 2.45013E-05],[-0.0009082175 -8.583631E-10 7.200627E-08]
[-0.0004487917 0.1002339 0.002907118],[0.998569 -0.05348073 3.956502E-05 2.401262E-06],[1.612671E-09 2.472286E-06 2.036067E-05],[-0.0007547511 -1.144603E-09 5.985564E-08]
[-0.0004487916 0.1002339 0.002907438],[0.9985687 -0.05348665 3.956502E-05 2.401501E-06],[1.267296E-09 1.937151E-06 1.600012E-05],[-0.0005931216 6.625098E-10 4.691801E-08]
[-0.0004487916 0.100234 0.002907668],[0.9985684 -0.05349092 3.956502E-05 2.401671E-06],[9.133955E-10 1.399286E-06 1.153196E-05],[-0.0004274723 6.066759E-10 3.383221E-08]
[-0.0004487916 0.100234 0.00290781],[0.9985682 -0.05349352 3.9565E-05 2.401771E-06],[5.585678E-10 8.50034E-07 7.05215E-06],[-0.0002614134 -1.182383E-09 2.082546E-08]
[-0.0004487916 0.100234 0.002907862],[0.9985682 -0.05349451 3.956501E-05 2.40181E-06],[2.105211E-10 3.257903E-07 2.65786E-06],[-9.856837E-05 6.945641E-10 7.751292E-09]
[-0.0004487916 0.100234 0.002907832],[0.9985682 -0.05349393 3.9565E-05 2.401785E-06],[-1.228993E-10 -1.918251E-07 -1.551662E-06],[5.754488E-05 1.788279E-11 -4.529385E-09]
[-0.0004487916 0.100234 0.002907721],[0.9985683 -0.05349189 3.956499E-05 2.401706E-06],[-4.365205E-10 -6.740104E-07 -5.511378E-06],[0.0002043654 1.056337E-09 -1.626395E-08]
[-0.0004487916 0.1002339 0.002907538],[0.9985685 -0.0534885 3.956501E-05 2.401576E-06],[-7.248122E-10 -1.102802E-06 -9.150946E-06],[0.0003391579 9.382599E-10 -2.697566E-08]
[-0.0004487917 0.1002339 0.00290729],[0.9985687 -0.05348391 3.956502E-05 2.401388E-06],[-9.82102E-10 -1.504349E-06 -1.239945E-05],[0.0004596365 7.456651E-10 -3.647768E-08]
[-0.0004487917 0.1002339 0.002906986],[0.998569 -0.05347828 3.956502E-05 2.401169E-06],[-1.205332E-09 -1.847483E-06 -1.521783E-05],[0.0005641404 1.131399E-09 -4.47679E-08]
[-0.0004487917 0.1002338 0.002906634],[0.9985694 -0.05347179 3.956506E-05 2.400911E-06],[-1.3902E-09 -2.12956E-06 -1.75518E-05],[0.0006506325 3.414271E-10 -5.157173E-08]
[-0.0004487917 0.1002338 0.002906247],[0.9985698 -0.05346461 3.956506E-05 2.400626E-06],[-1.536515E-09 -2.34195E-06 -1.939905E-05],[0.0007190416 6.741448E-10 -5.704941E-08]
[-0.0004487918 0.1002337 0.002905833],[0.9985701 -0.05345693 3.956508E-05 2.400323E-06],[-1.641903E-09 -2.514198E-06 -2.072979E-05],[0.0007684484 7.499471E-10 -6.096215E-08]
[-0.0004487918 0.1002337 0.002905401],[0.9985707 -0.05344896 3.956511E-05 2.400004E-06],[-1.706901E-09 -2.609045E-06 -2.155038E-05],[0.0007988118 1.101734E-09 -6.336665E-08]
[-0.0004487918 0.1002336 0.002904964],[0.9985711 -0.05344087 3.956514E-05 2.399685E-06],[-1.732291E-09 -2.651674E-06 -2.187089E-05],[0.0008107173 1.388187E-09 -6.434551E-08]
[-0.0004487919 0.1002336 0.00290453],[0.9985715 -0.05343283 3.956514E-05 2.399366E-06],[-1.720078E-09 -2.622343E-06 -2.17166E-05],[0.0008049507 1.095606E-09 -6.38962E-08]
[-0.0004487919 0.1002335 0.002904108],[0.9985719 -0.05342502 3.956516E-05 2.399057E-06],[-1.670799E-09 -2.548099E-06 -2.109446E-05],[0.0007819338 5.877951E-10 -6.201272E-08]
[-0.000448792 0.1002335 0.002903706],[0.9985723 -0.05341759 3.956518E-05 2.398761E-06],[-1.589198E-09 -2.428744E-06 -2.00642E-05],[0.0007437106 3.861932E-10 -5.897126E-08]
[-0.000448792 0.1002334 0.002903333],[0.9985727 -0.05341068 3.95652E-05 2.398489E-06],[-1.477955E-09 -2.256148E-06 -1.865972E-05],[0.0006916998 1.001912E-09 -5.490679E-08]
[-0.000448792 0.1002334 0.002902994],[0.9985729 -0.05340441 3.956521E-05 2.39824E-06],[-1.341196E-09 -2.040792E-06 -1.693313E-05],[0.0006276579 -4.334423E-10 -4.970595E-08]
[-0.000448792 0.1002334 0.002902695],[0.9985734 -0.05339888 3.956523E-05 2.398022E-06],[-1.183671E-09 -1.812721E-06 -1.494437E-05],[0.0005539733 1.016075E-09 -4.394519E-08]
[-0.000448792 0.1002333 0.002902441],[0.9985736 -0.05339416 3.956525E-05 2.397835E-06],[-1.009123E-09 -1.534111E-06 -1.274056E-05],[0.0004722369 6.460006E-10 -3.746709E-08]
[-0.0004487921 0.1002333 0.002902233],[0.9985738 -0.05339032 3.956524E-05 2.397685E-06],[-8.219216E-10 -1.25132E-06 -1.037704E-05],[0.0003846476 9.921791E-10 -3.052941E-08]
[-0.0004487921 0.1002333 0.002902074],[0.998574 -0.05338739 3.956525E-05 2.397567E-06],[-6.276331E-10 -9.525143E-07 -7.923994E-06],[0.0002936774 3.267544E-10 -2.32649E-08]
[-0.0004487921 0.1002333 0.002901966],[0.998574 -0.05338537 3.956525E-05 2.397487E-06],[-4.301803E-10 -6.568112E-07 -5.431172E-06],[0.0002013224 2.732306E-10 -1.595816E-08]
[-0.0004487921 0.1002333 0.002901906],[0.9985741 -0.05338429 3.956527E-05 2.397445E-06],[-2.336987E-10 -3.590044E-07 -2.950551E-06],[0.0001093736 -9.001095E-10 -8.621056E-09]
[-0.0004487921 0.1002333 0.002901896],[0.9985741 -0.05338409 3.956526E-05 2.397438E-06],[-4.27593E-11 -6.705584E-08 -5.398617E-07],[2.000365E-05 6.657642E-10 -1.616069E-09]
[-0.0004487921 0.1002333 0.002901932],[0.9985741 -0.05338474 3.956527E-05 2.397464E-06],[1.395897E-10 2.074562E-07 1.762363E-06],[-6.527657E-05 -8.55058E-10 5.242426E-09]
[-0.0004487921 0.1002333 0.00290201],[0.998574 -0.05338619 3.956525E-05 2.397517E-06],[3.084774E-10 4.699812E-07 3.894663E-06],[-0.0001443734 9.493002E-10 1.135218E-08]
[-0.0004487921 0.1002333 0.002902126],[0.9985739 -0.05338835 3.956525E-05 2.397605E-06],[4.625207E-10 7.003546E-07 5.839393E-06],[-0.000216417 5.488335E-10 1.710674E-08]
[-0.0004487921 0.1002333 0.002902277],[0.9985737 -0.05339114 3.956525E-05 2.397714E-06],[5.983946E-10 9.092318E-07 7.554871E-06],[-0.0002800337 6.799839E-10 2.211526E-08]
[-0.000448792 0.1002333 0.002902457],[0.9985735 -0.05339448 3.956523E-05 2.397848E-06],[7.140688E-10 1.095829E-06 9.015475E-06],[-0.0003342228 6.612779E-10 2.642552E-08]
[-0.000448792 0.1002334 0.002902662],[0.9985734 -0.05339826 3.956524E-05 2.397998E-06],[8.090487E-10 1.235608E-06 1.021461E-05],[-0.0003786588 -1.232423E-09 3.009801E-08]
[-0.000448792 0.1002334 0.002902885],[0.9985731 -0.05340238 3.956521E-05 2.398161E-06],[8.819541E-10 1.341105E-06 1.113489E-05],[-0.0004127035 6.247899E-10 3.26249E-08]
[-0.000448792 0.1002334 0.00290312],[0.9985729 -0.05340673 3.956522E-05 2.398332E-06],[9.317973E-10 1.415988E-06 1.176422E-05],[-0.0004360711 -1.177422E-09 3.466454E-08]
[-0.000448792 0.1002334 0.002903362],[0.9985726 -0.05341122 3.95652E-05 2.39851E-06],[9.596843E-10 1.462924E-06 1.211632E-05],[-0.0004490869 -1.254081E-09 3.569341E-08]
[-0.000448792 0.1002335 0.002903606],[0.9985724 -0.05341573 3.956518E-05 2.398691E-06],[9.651586E-10 1.475215E-06 1.218542E-05],[-0.000451704 -8.587022E-10 3.585418E-08]
[-0.0004487919 0.1002335 0.002903846],[0.9985722 -0.05342017 3.956518E-05 2.398864E-06],[9.498132E-10 1.444629E-06 1.199176E-05],[-0.0004444811 -1.11398E-09 3.527078E-08]
[-0.0004487919 0.1002335 0.002904077],[0.9985719 -0.05342444 3.956516E-05 2.399036E-06],[9.146872E-10 1.402015E-06 1.154831E-05],[-0.0004281035 -1.183935E-09 3.403193E-08]
[-0.0004487919 0.1002336 0.002904295],[0.9985717 -0.05342847 3.956517E-05 2.399195E-06],[8.625123E-10 1.310286E-06 1.088954E-05],[-0.000403611 -1.188404E-09 3.209757E-08]
[-0.0004487919 0.1002336 0.002904495],[0.9985715 -0.05343219 3.956514E-05 2.399339E-06],[7.944386E-10 1.215823E-06 1.00301E-05],[-0.0003718382 6.818599E-10 2.937947E-08]
[-0.0004487919 0.1002336 0.002904675],[0.9985713 -0.05343552 3.956515E-05 2.399473E-06],[7.131805E-10 1.086479E-06 9.004119E-06],[-0.00033375 -1.231385E-09 2.652293E-08]
[-0.0004487919 0.1002336 0.002904832],[0.9985712 -0.05343843 3.956512E-05 2.399588E-06],[6.206865E-10 9.517301E-07 7.836505E-06],[-0.0002905272 3.757081E-10 2.29669E-08]
[-0.0004487919 0.1002336 0.002904963],[0.998571 -0.05344085 3.956512E-05 2.399684E-06],[5.19747E-10 7.915896E-07 6.56197E-06],[-0.0002432255 6.143513E-10 1.920875E-08]
[-0.0004487918 0.1002336 0.002905068],[0.9985709 -0.05344278 3.956513E-05 2.39976E-06],[4.132538E-10 6.259937E-07 5.21748E-06],[-0.0001933494 9.832318E-10 1.523144E-08]
[-0.0004487918 0.1002337 0.002905144],[0.9985709 -0.0534442 3.956511E-05 2.399819E-06],[3.037992E-10 4.637929E-07 3.835497E-06],[-0.0001421429 6.357244E-10 1.124177E-08]
[-0.0004487919 0.1002336 0.002904586],[0.9985714 -0.05343388 3.956514E-05 2.399407E-06],[-2.209283E-09 -3.370941E-06 -2.78931E-05],[0.001033926 1.382064E-09 -8.202124E-08]
[-0.000448792 0.1002333 0.002902311],[0.9985737 -0.05339177 3.956524E-05 2.397742E-06],[-9.010051E-09 -1.376487E-05 -0.0001137555],[0.004216643 2.019495E-09 -3.342481E-07]
[-0.0004487925 0.1002327 0.002896885],[0.998579 -0.05329135 3.956549E-05 2.39376E-06],[-2.148903E-08 -3.28121E-05 -0.0002713073],[0.01005669 6.067338E-09 -7.972448E-07]
